,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
3270,KCQT 09/Jan/2017 07,3310,1/9/17,9-Jan-17,9-Jan-17, Stars,6, Kings,4,L,-161,5.5,131,Peter Budaj,Antti Niemi,18230,0,KCQT,KCQT,O,9-Jan-17,PST,34.022,-118.291,184,64,55,59,63,54,56,48,54,93,56,84,59,53,56,7,2,19,7,80,8,1600,277,1878,88,602,0.77,0,30.19,30.09,30.15,1022.1,1018.7,1020.8,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,56,56,53,90,54,370,3,100,21,OVC,10,0,0,0,0,0,0,99,0.01,0,30.13,1020.3,18,RAIN,Light Rain,9-Jan-17
3271,KCQT 09/Mar/2016 07,3311,3/9/16,9-Mar-16,9-Mar-16, Capitals,3, Kings,4,W,-127,5,-102,Jonathan Quick,Braden Holtby,18324,2,KCQT,KCQT,O,9-Mar-16,PST,34.022,-118.291,184,74,53,62,72,53,54,44,50,83,38,64,60,49,55,7,2,335,7,10,9.8,4950,508,5458,642,706,0,0,30.05,29.97,30.01,1017.6,1014.7,1016.1,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,49,77,52,0,0,70,12,SCT,6,42,6,48,65,71,92,0,0,0,30.01,1016,35,HAZY,Haze,9-Mar-16
3272,KCQT 09/Mar/2017 07,3312,3/9/17,9-Mar-17,9-Mar-17, Predators,2, Kings,3,W,-147,5,NA,Jonathan Quick,Pekka Rinne,18230,1,KCQT,KCQT,O,9-Mar-17,PST,34.022,-118.291,184,87,57,70,86,57,49,38,45,69,18,44,64,52,56,5,1,300,5,0,10,5037,504,5541,706,706,0,0,30.08,30.01,30.04,1018.2,1015.8,1017,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,60,60,44,56,52,0,0,0,201,CLR,10,62,6,68,62,68,88,0,0,0,30.04,1017.1,46,CLR,Fair,9-Mar-17
3273,KCQT 09/Nov/2013 07,3313,11/9/13,9-Nov-13,9-Nov-13, Canucks,1, Kings,5,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,9-Nov-13,PST,34.022,-118.291,184,77,54,63,77,54,57,37,51,100,26,70,62,51,56,3,0,10,3,33,6.1,3386,339,3725,630,632,0,0,30.06,29.98,30.02,1018.1,1015.4,1016.7,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,54,54,49,83,51,0,0,0,201,CLR,8,35,4,39,35,39,50,0,0,0,30.03,1017.1,46,CLR,Fair,9-Nov-13
3274,KCQT 09/Nov/2017 07,3314,11/9/17,9-Nov-17,9-Nov-17, Lightning,5, Kings,2,L,-130,5.5,-113,Jonathan Quick,Peter Budaj,18230,0,KCQT,KCQT,O,9-Nov-17,PST,34.022,-118.291,184,72,60,64,72,60,59,53,56,93,52,76,61,58,59,6,1,343,6,26,10,2882,339,3221,509,632,0,0,30.08,30,30.03,1018.3,1015.6,1016.7,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,61,61,56,84,58,0,0,5,27,FEW,10,34,4,38,35,39,50,0,0,0,30.06,1017.8,46,CLR,Fair,9-Nov-17
3275,KCQT 09/Oct/2013 07,3315,10/9/13,9-Oct-13,9-Oct-13, Senators,3, Kings,4,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,9-Oct-13,PST,34.022,-118.291,184,64,55,60,64,55,54,43,48,81,50,65,58,50,54,10,2,317,17,72,9.7,2206,474,2680,36,692,0.04,0,29.8,29.7,29.75,1009.3,1005.9,1007.5,45,CLR,Mostly Clear,KCQT,O,PST,34.022,-118.291,184,60,60,49,67,54,0,0,100,34,BKN,10,57,11,68,114,125,162,0,0,0,29.77,1008,45,CLR,Mostly Clear,9-Oct-13
3276,KCQT 09/Oct/2015 07,3316,10/9/15,9-Oct-15,9-Oct-15, Coyotes,4, Kings,1,L,-237,5,NA,Jonathan Quick,Mike Smith,18230,0,KCQT,KCQT,O,9-Oct-15,PST,34.022,-118.291,184,100,68,83,99,68,63,44,56,81,18,46,69,64,67,7,1,280,7,3,9.9,4757,474,5231,690,692,0,0,29.94,29.83,29.89,1013.2,1009.6,1011.8,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,72,72,60,66,65,0,0,0,201,CLR,10,114,11,125,114,125,162,0,0,0,29.92,1012.8,46,CLR,Fair,9-Oct-15
3277,KCQT 10/Dec/2016 07,3317,12/10/16,10-Dec-16,10-Dec-16, Senators,1, Kings,4,W,-173,5,NA,Peter Budaj,Mike Condon,18230,2,KCQT,KCQT,O,10-Dec-16,PST,34.022,-118.291,184,66,54,59,65,53,58,52,55,97,68,87,59,53,56,5,1,4,5,85,4,1775,261,2037,151,596,0,0,30.19,30.08,30.13,1022.1,1018.6,1020.4,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,54,54,53,97,53,0,0,100,6,OVC,4,0,0,0,0,0,0,0,0,0,30.17,1021.6,40,MC,Overcast,10-Dec-16
3278,KCQT 10/Jan/2015 07,3318,1/10/15,10-Jan-15,10-Jan-15, Jets,5, Kings,4,,NA,,NA,,,18230,0,KCQT,KCQT,O,10-Jan-15,PST,34.022,-118.291,184,63,52,58,62,53,56,46,51,93,62,78,57,49,54,5,1,72,5,81,4.9,1403,278,1680,7,603,0.48,0,30.04,29.96,29.99,1017.3,1014.6,1015.6,18,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,53,53,47,80,50,0,0,47,201,BKN,6,0,0,0,0,0,0,0,0,0,29.99,1015.5,35,HAZY,Haze,10-Jan-15
3279,KCQT 10/Jan/2019 07,3319,1/10/19,10-Jan-19,10-Jan-19,Senators,4, Kings,1,W ,190,U 6,-120,A. Nilsson,J. Quick,17713,0,KCQT,KCQT,O,10-Jan-19,PST,34.017,-118.283,184,65,49,56,64,49,53,46,50,90,67,82,58,47,53,6,1,297,6,29,8.2,2309,278,2588,386,603,0,0,30.16,30.07,30.11,1021.3,1018.2,1019.7,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,49,49,46,90,47,0,0,5,11,BKN,6,0,0,0,0,0,0,0,0,0,30.13,1020.3,64,HAZY,Mist,10-Jan-19
3280,KCQT 10/Mar/2018 07,3320,3/10/18,10-Mar-18,10-Mar-18, Blues,7, Kings,2,L,-160,5,-123,Jonathan Quick,Jake Allen,18230,0,KCQT,KCQT,O,10-Mar-18,PST,34.022,-118.291,184,62,57,58,62,56,57,54,56,97,78,90,58,56,57,7,2,62,7,100,5.2,2544,508,3051,0,708,0.51,0,30,29.93,29.96,1015.8,1013.2,1014.6,18,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,59,59,54,83,56,120,3,100,9,OVC,5,32,6,38,65,71,92,0,0,0,29.94,1013.9,35,HAZY,Haze,10-Mar-18
3281,KCQT 10/Nov/2015 07,3321,11/10/15,10-Nov-15,10-Nov-15, Coyotes,3, Kings,2,L,-250,5,NA,Jonathan Quick,Mike Smith,18230,0,KCQT,KCQT,O,10-Nov-15,PST,34.022,-118.291,184,68,50,59,67,50,45,29,36,77,27,47,52,45,49,8,3,322,8,0,10,3351,335,3686,625,630,0,0,30.23,30.02,30.09,1023.6,1016.4,1018.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,52,52,43,72,48,0,0,0,201,CLR,10,33,3,36,33,36,48,0,0,0,30.06,1018,46,CLR,Fair,10-Nov-15
3282,KCQT 10/Nov/2018 07,3322,11/10/18,10-Nov-18,10-Nov-18,Flames,1, Kings,0,W ,-105,U 5.5,-105,D. Rittich,J. Campbell,18230,0,KCQT,KCQT,O,10-Nov-18,PST,34.017,-118.283,184,78,53,63,77,54,52,11,28,81,8,32,56,39,48,8,1,330,8,21,8.3,2869,335,3203,374,630,0,0,29.99,29.9,29.95,1015.4,1012.4,1014,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,55,54,12,18,39,10,5,0,400,CLR,10,33,3,36,33,36,48,0,0,0,29.97,1014.7,46,CLR,Fair,10-Nov-18
3283,KCQT 11/Apr/2015 07,3323,4/11/15,11-Apr-15,11-Apr-15, Sharks,1, Kings,4,,NA,,NA,,,18230,0,KCQT,KCQT,O,11-Apr-15,PST,34.022,-118.291,184,72,53,63,71,54,52,45,49,80,42,63,60,50,55,7,2,352,7,1,9.7,6616,662,7278,774,775,0,0,29.98,29.87,29.92,1015.1,1011.4,1013.2,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,58,58,49,72,53,0,0,0,201,CLR,7,206,21,227,206,227,294,0,0,0,29.96,1014.4,46,CLR,Fair,11-Apr-15
3284,KCQT 11/Jan/2014 07,3324,1/11/14,11-Jan-14,11-Jan-14, Red Wings,3, Kings,1,,NA,,NA,,,18262,#N/A,KCQT,KCQT,O,11-Jan-14,PST,34.022,-118.291,184,73,48,58,72,48,54,42,48,96,37,72,57,46,52,5,1,294,5,12,5.9,2728,279,3007,545,604,0,0,30.16,30.05,30.09,1021.5,1017.6,1019,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,49,49,43,80,46,0,0,0,201,CLR,7,0,0,0,0,0,0,0,0,0,30.12,1020.1,46,CLR,Fair,11-Jan-14
3285,KCQT 11/Jan/2016 07,3325,1/11/16,11-Jan-16,11-Jan-16, Red Wings,2, Kings,4,W,-210,5,104,Jonathan Quick,Jimmy Howard,18230,0,KCQT,KCQT,O,11-Jan-16,PST,34.022,-118.291,184,64,47,55,63,48,49,36,43,90,37,68,52,46,49,6,0,298,6,32,8.6,2213,279,2492,334,604,0,0,30.29,30.2,30.24,1025.7,1022.6,1024,54,CLR,Few High Clouds,KCQT,O,PST,34.022,-118.291,184,48,48,45,89,47,0,0,33,301,BKN,7,0,0,0,0,0,0,0,0,0,30.25,1024.6,52,PC,High Clouds,11-Jan-16
3286,KCQT 11/Mar/2017 07,3326,3/11/17,11-Mar-17,11-Mar-17, Capitals,2, Kings,4,W,105,5,112,Jonathan Quick,Philipp Grubauer,18230,0,KCQT,KCQT,O,11-Mar-17,PST,34.022,-118.291,184,83,55,66,82,56,55,45,51,87,28,63,64,54,58,8,1,273,8,0,9.1,5138,515,5653,710,710,0,0,30.03,29.94,29.98,1016.7,1013.6,1015.1,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,52,87,54,0,0,0,201,CLR,9,70,7,77,70,77,101,0,0,0,29.99,1015.5,46,CLR,Fair,11-Mar-17
3287,KCQT 11/Oct/2017 07,3327,10/11/17,11-Oct-17,11-Oct-17, Flames,4, Kings,3,L,-144,5,-118,Jonathan Quick,Mike Smith,18230,0,KCQT,KCQT,O,11-Oct-17,PST,34.022,-118.291,184,76,62,67,78,63,61,53,58,90,55,74,66,57,62,7,1,290,7,14,8.8,4650,464,5114,684,687,0,0,29.91,29.85,29.88,1012.5,1010.6,1011.5,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,63,63,53,70,57,0,0,0,201,SCT,8,105,11,116,108,119,155,0,0,0,29.88,1011.7,46,CLR,Fair,11-Oct-17
3288,KCQT 12/Apr/2014 07,3328,4/12/14,12-Apr-14,12-Apr-14, Ducks,4, Kings,3,,NA,,NA,,,18372,#N/A,KCQT,KCQT,O,12-Apr-14,PST,34.022,-118.291,184,67,57,60,66,57,51,48,49,81,54,68,57,52,54,7,2,349,7,66,9.7,4855,667,5522,398,778,0,0,29.98,29.88,29.92,1015.2,1011.7,1013.1,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,59,59,50,72,54,0,0,100,26,OVC,9,106,21,126,211,232,302,0,0,0,29.91,1013,40,MC,Overcast,12-Apr-14
3289,KCQT 12/Feb/2015 07,3329,2/12/15,12-Feb-15,12-Feb-15, Flames,3, Kings,5,,NA,,NA,,,18230,1,KCQT,KCQT,O,12-Feb-15,PST,34.022,-118.291,184,85,56,71,84,57,33,21,27,33,10,21,56,44,51,6,1,309,6,2,10,3831,383,4214,649,653,0,0,30.11,30.01,30.06,1019.7,1016.1,1017.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,57,57,28,33,44,0,0,0,201,CLR,10,4,0,4,4,4,6,0,0,0,30.1,1019.4,46,CLR,Fair,12-Feb-15
3290,KCQT 12/Jan/2015 07,3330,1/12/15,12-Jan-15,12-Jan-15, Maple Leafs,0, Kings,2,,NA,,NA,,,18230,1,KCQT,KCQT,O,12-Jan-15,PST,34.022,-118.291,184,66,53,59,65,54,55,51,53,93,65,83,59,53,56,5,1,93,5,54,4.6,2222,283,2505,385,605,0,0,30.19,30.08,30.12,1022.5,1018.6,1020,35,HAZY,Haze,KCQT,O,PST,34.022,-118.291,184,54,54,51,90,53,0,0,70,4,SCT,3,0,0,0,0,0,0,0,0,0,30.15,1020.8,44,PC,Partly Cloudy,12-Jan-15
3291,KCQT 12/Jan/2017 07,3331,1/12/17,12-Jan-17,12-Jan-17, Blues,1, Kings,5,W,-119,5,108,Peter Budaj,Jake Allen,18230,0,KCQT,KCQT,O,12-Jan-17,PST,34.022,-118.291,184,58,53,55,58,52,55,51,52,97,81,91,56,52,54,6,3,63,6,90,7.2,1412,283,1695,0,605,1.13,0,29.98,29.92,29.94,1015.1,1013,1014,18,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,54,53,52,93,53,90,5,100,18,OVC,2.5,0,0,0,0,0,0,99,0.09,0,29.93,1013.4,18,RAIN,Light Rain,12-Jan-17
3292,KCQT 12/Jan/2019 07,3332,1/12/19,12-Jan-19,12-Jan-19,Penguins,2, Kings,5,L ,-138,O 6,100,C. DeSmith,J. Quick,18414,1,KCQT,KCQT,O,12-Jan-19,PST,34.017,-118.283,184,60,52,55,59,49,52,46,49,97,69,79,55,49,52,8,3,55,8,77,8.2,1540,283,1823,91,605,0.74,0,30.06,29.98,30.02,1017.9,1015.3,1016.6,19,RAIN,Moderate Rain,KCQT,O,PST,34.017,-118.283,184,53,53,47,80,50,0,0,100,32,OVC,10,0,0,0,0,0,0,0,0,0,30,1016,40,MC,Overcast,12-Jan-19
3293,KCQT 12/Mar/2016 07,3333,3/12/16,12-Mar-16,12-Mar-16, Devils,2, Kings,1,L,-244,5,-143,Jonathan Quick,Keith Kinkaid,18412,0,KCQT,KCQT,O,12-Mar-16,PST,34.022,-118.291,184,66,47,57,65,48,50,40,44,83,41,64,54,46,50,6,1,51,6,0,10,5234,524,5758,711,712,0,0,30.18,30.08,30.14,1022,1018.7,1020.5,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,50,50,42,74,46,0,0,0,201,CLR,10,77,8,85,77,85,110,0,0,0,30.13,1020.3,46,CLR,Fair,12-Mar-16
3294,KCQT 12/Mar/2018 07,3334,3/12/18,12-Mar-18,12-Mar-18, Canucks,0, Kings,3,W,-275,5.5,-130,Jonathan Quick,Anders Nilsson,18230,0,KCQT,KCQT,O,12-Mar-18,PST,34.022,-118.291,184,72,57,62,71,57,57,55,56,93,61,82,63,56,58,7,1,347,7,73,7.9,4366,518,4884,338,712,0,0,30.12,30.02,30.06,1019.9,1016.4,1017.8,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,58,58,55,90,56,0,0,100,7,OVC,4,37,7,44,74,81,105,0,0,0,30.07,1018.2,40,MC,Overcast,12-Mar-18
3295,KCQT 12/Nov/2015 07,3335,11/12/15,12-Nov-15,12-Nov-15, Islanders,1, Kings,2,W,-132,5,122,Jhonas Enroth,Jaroslav Halak,18230,0,KCQT,KCQT,O,12-Nov-15,PST,34.022,-118.291,184,77,51,62,76,52,44,-13,15,54,3,21,53,37,44,6,1,336,6,1,10,3279,327,3606,624,628,0,0,30.13,29.97,30.03,1020,1014.7,1016.8,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,52,52,9,18,37,370,3,0,201,CLR,10,30,3,33,30,33,43,0,0,0,30.08,1018.6,46,CLR,Fair,12-Nov-15
3296,KCQT 12/Nov/2017 07,3336,11/12/17,12-Nov-17,12-Nov-17, Sharks,2, Kings,1,L,-130,5.5,-137,Jonathan Quick,Martin Jones,18230,0,KCQT,KCQT,O,12-Nov-17,PST,34.022,-118.291,184,69,55,62,69,55,57,51,54,93,59,78,61,53,58,5,1,45,5,52,7.8,2034,327,2360,137,628,0,0,30.09,30.02,30.05,1018.8,1016.3,1017.4,35,HAZY,Haze,KCQT,O,PST,34.022,-118.291,184,55,55,51,87,53,0,0,70,301,OVC,8,20,3,22,30,33,43,0,0,0,30.06,1017.9,50,PC,High Overcast,12-Nov-17
3297,KCQT 12/Oct/2014 07,3337,10/12/14,12-Oct-14,12-Oct-14, Jets,1, Kings,4,,NA,,NA,,,18230,2,KCQT,KCQT,O,12-Oct-14,PST,34.022,-118.291,184,81,67,71,82,67,63,61,62,87,54,75,69,64,65,6,1,295,6,53,6.3,3952,463,4415,460,686,0,0,29.93,29.83,29.88,1013.5,1010.3,1011.9,35,HAZY,Haze,KCQT,O,PST,34.022,-118.291,184,68,68,62,81,64,0,0,100,12,OVC,2.5,53,11,64,106,117,152,0,0,0,29.89,1012.1,35,HAZY,Haze,12-Oct-14
3298,KCQT 13/Jan/2014 07,3338,1/13/14,13-Jan-14,13-Jan-14, Canucks,0, Kings,1,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,13-Jan-14,PST,34.022,-118.291,184,80,46,62,79,46,39,14,28,74,8,38,53,41,47,3,0,10,3,0,9.9,2840,285,3125,601,606,0,0,30.3,30.16,30.24,1026.2,1021.5,1023.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,47,47,35,63,42,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.25,1024.4,46,CLR,Fair,13-Jan-14
3299,KCQT 13/Jan/2018 07,3339,1/13/18,13-Jan-18,13-Jan-18, Ducks,4, Kings,2,L,-110,5.5,135,Jonathan Quick,John Gibson,18443,3,KCQT,KCQT,O,13-Jan-18,PST,34.022,-118.291,184,84,53,67,84,53,48,21,37,72,10,39,57,47,52,3,0,45,3,32,10,2365,285,2649,439,606,0,0,30.15,30.04,30.1,1020.9,1017.1,1019,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,53,53,41,64,47,0,0,35,373,CLR,10,0,0,0,0,0,0,0,0,0,30.12,1019.9,46,CLR,Fair,13-Jan-18
3300,KCQT 13/Mar/2014 07,3340,3/13/14,13-Mar-14,13-Mar-14, Maple Leafs,3, Kings,2,,NA,,NA,,,18319,#N/A,KCQT,KCQT,O,13-Mar-14,PST,34.022,-118.291,184,71,57,62,70,58,53,48,51,84,46,68,59,54,56,7,2,345,7,24,9.9,5203,524,5727,673,714,0,0,30.01,29.9,29.95,1016.4,1012.6,1014.2,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,58,58,51,78,54,0,0,70,27,SCT,10,50,8,58,77,85,110,0,0,0,29.96,1014.4,42,MC,Mostly Cloudy,13-Mar-14
3301,KCQT 13/Mar/2017 07,3341,3/13/17,13-Mar-17,13-Mar-17, Blues,3, Kings,1,L,-165,5,-121,Jonathan Quick,Jake Allen,18230,0,KCQT,KCQT,O,13-Mar-17,PST,34.022,-118.291,184,88,55,65,85,56,57,48,54,97,29,73,67,55,59,5,1,10,5,25,4.1,5049,524,5574,597,714,0,0,30.04,29.96,30,1017.2,1014.4,1015.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,55,97,55,0,0,100,2,VV,0.2,38,8,46,77,85,110,0,0,0,30.01,1016,34,FOG,Fog,13-Mar-17
3302,KCQT 13/Nov/2014 07,3342,11/13/14,13-Nov-14,13-Nov-14, Stars,2, Kings,0,,NA,,NA,,,18230,1,KCQT,KCQT,O,13-Nov-14,PST,34.022,-118.291,184,70,55,62,69,55,58,50,54,84,59,74,60,52,57,6,1,350,6,48,9.8,2357,326,2684,364,626,0,0,30.07,29.99,30.03,1018.3,1015.7,1016.8,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,50,81,53,0,0,4,301,SCT,10,27,3,30,28,31,40,0,0,0,30.05,1017.5,46,CLR,Fair,13-Nov-14
3303,KCQT 13/Nov/2018 07,3343,11/13/18,13-Nov-18,13-Nov-18,Maple Leafs,5, Kings,1,W ,-125,O 5.5,-116,F. Andersen,P. Budaj,17859,0,KCQT,KCQT,O,13-Nov-18,PST,34.017,-118.283,184,76,47,61,75,48,32,9,24,52,8,30,51,40,46,6,0,110,6,24,9.9,2820,326,3147,473,626,0,0,30.36,30.25,30.29,1027.9,1024.1,1025.7,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,50,50,27,41,40,0,0,25,297,CLR,10,24,3,28,28,31,40,0,0,0,30.34,1027.3,46,CLR,Fair,13-Nov-18
3304,KCQT 13/Oct/2015 07,3344,10/13/15,13-Oct-15,13-Oct-15, Canucks,3, Kings,0,L,-180,5,119,Jonathan Quick,Ryan Miller,18230,1,KCQT,KCQT,O,13-Oct-15,PST,34.022,-118.291,184,92,74,81,92,74,69,58,65,85,41,58,74,67,70,6,2,20,6,15,10,4560,455,5015,682,684,0,0,30.05,29.96,30,1017.1,1014.1,1015.6,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,80,81,61,52,68,0,0,0,201,CLR,10,103,10,113,103,113,147,0,0,0,30.03,1016.5,46,CLR,Fair,13-Oct-15
3305,KCQT 14/Feb/2015 07,3345,2/14/15,14-Feb-15,14-Feb-15, Capitals,1, Kings,3,,NA,,NA,,,18230,0,KCQT,KCQT,O,14-Feb-15,PST,34.022,-118.291,184,86,56,69,85,56,43,26,35,51,12,32,57,47,52,6,1,33,6,1,10,3903,393,4296,648,657,0,0,30.07,29.96,30.01,1018.3,1014.4,1016.3,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,38,51,47,0,0,0,201,CLR,10,6,1,7,6,7,9,0,0,0,30.06,1017.8,46,CLR,Fair,14-Feb-15
3306,KCQT 14/Feb/2019 07,3346,2/14/19,14-Feb-19,14-Feb-19,Canucks,4, Kings,3,W ,118,O 5.5,100,J. Markstrom,J. Quick,18230,0,KCQT,KCQT,O,14-Feb-19,PST,34.017,-118.283,184,63,53,58,62,52,61,48,54,97,75,88,61,51,56,9,5,71,22,96,6.3,2050,393,2442,28,657,2.12,0,30.02,29.75,29.85,1016.6,1007.4,1010.7,19,RAIN,Moderate Rain,KCQT,O,PST,34.017,-118.283,184,58,56,57,97,57,90,8,100,15,OVC,1.8,3,1,4,6,7,9,99,0.15,0,29.81,1009.2,18,RAIN,Light Rain,14-Feb-19
3307,KCQT 14/Jan/2015 07,3347,1/14/15,14-Jan-15,14-Jan-15, Devils,5, Kings,3,,NA,,NA,,,18230,1,KCQT,KCQT,O,14-Jan-15,PST,34.022,-118.291,184,73,47,59,73,48,50,32,41,83,23,58,54,45,50,7,1,331,7,1,9.9,2860,287,3147,599,607,0,0,30.2,30.1,30.15,1022.8,1019.4,1020.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,48,48,42,80,45,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.14,1020.8,46,CLR,Fair,14-Jan-15
3308,KCQT 14/Jan/2017 07,3348,1/14/17,14-Jan-17,14-Jan-17, Jets,2, Kings,3,W,-190,5,NA,Peter Budaj,Michael Hutchinson,18230,0,KCQT,KCQT,O,14-Jan-17,PST,34.022,-118.291,184,72,47,59,71,47,51,45,47,93,41,69,58,46,53,5,1,355,5,1,9.3,2863,287,3150,601,607,0,0,30.05,29.95,29.99,1017.6,1014,1015.6,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,47,47,45,93,46,0,0,0,201,CLR,7,0,0,0,0,0,0,0,0,0,30.02,1016.8,46,CLR,Fair,14-Jan-17
3309,KCQT 14/Mar/2015 07,3349,3/14/15,14-Mar-15,14-Mar-15, Predators,2, Kings,1,,NA,,NA,,,18230,0,KCQT,KCQT,O,14-Mar-15,PST,34.022,-118.291,184,93,62,77,91,63,45,34,38,51,13,27,62,50,57,6,1,52,6,8,10,5138,529,5667,657,717,0,0,30.07,29.96,30.01,1018.3,1014.4,1016.2,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,67,67,34,30,51,40,3,22,301,SCT,10,72,8,80,81,89,116,0,0,0,30.06,1017.8,46,CLR,Fair,14-Mar-15
3310,KCQT 14/Mar/2017 07,3350,3/14/17,14-Mar-17,14-Mar-17, Coyotes,3, Kings,2,L,-273,5,NA,Ben Bishop,Louis Domingue,18230,0,KCQT,KCQT,O,14-Mar-17,PST,34.022,-118.291,184,86,52,67,84,53,57,45,53,100,28,67,67,53,58,5,1,307,5,34,6.6,5043,529,5572,616,717,0,0,30.07,30.01,30.04,1018.1,1016.1,1017,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,53,90,54,0,0,2,379,CLR,5,80,8,88,81,89,116,0,0,0,30.04,1017.2,46,CLR,Fair,14-Mar-17
3311,KCQT 14/Mar/2019 07,3351,3/14/19,14-Mar-19,14-Mar-19,Predators,3, Kings,1,W ,-200,U 5.5,-134,P. Rinne,J. Quick,17730,0,KCQT,KCQT,O,14-Mar-19,PST,34.017,-118.283,184,71,48,60,71,49,37,23,30,61,17,36,50,42,47,8,1,338,8,1,10,5274,529,5803,701,717,0,0,30.2,30.1,30.15,1022.6,1019.3,1020.9,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,49,49,36,61,43,0,0,0,400,CLR,10,81,8,89,81,89,116,0,0,0,30.15,1020.9,46,CLR,Fair,14-Mar-19
