date information,vs,Score,Type,Line,O/U,Team,Game Outcome,Team Score,Opponent Score,Overtime,Spread Outcome,Spread Wins,Spread Losses,line*,O/U Outcome,Over Wins,Under Wins,Game O/U,Total Score,Game Margin,Day of Week,Date,Season,key,attendance
Sunday 09/26/10,@ N.Y. Giants,W 29-10,Week 3,"W
                  3","U
              43.5",Tennessee,W,29,10,0,W,1,0,3,U,0,1,43.5,39,19,Sunday,9/26/10,2010,Week 3Tennessee2010,78386
Sunday 12/28/14,@ Green Bay,L 20-30,Week 17,"L
                  8.5","O
              46.5",Detroit,L,20,30,0,L,0,1,8.5,O,1,0,46.5,50,-10,Sunday,12/28/14,2014,Week 17Detroit2014,78408
Sunday 11/30/14,@ Green Bay,L 21-26,Week 13,"L
                  2.5","U
              57",New England,L,21,26,0,L,0,1,2.5,U,0,1,57,47,-5,Sunday,11/30/14,2014,Week 13New England2014,78431
Sunday 10/16/16,@ Green Bay,W 30-16,Week 6,"W
                  5","U
              47",Dallas,W,30,16,0,W,1,0,5,U,0,1,47,46,14,Sunday,10/16/16,2016,Week 6Dallas2016,78481
Sunday 09/19/10,@ N.Y. Jets,L 14-28,Week 2,"L
                  -3","O
              39.5",New England,L,14,28,0,L,0,1,-3,O,1,0,39.5,42,-14,Sunday,9/19/10,2010,Week 2New England2010,78535
Monday 10/17/11,@ N.Y. Jets,L 6-24,Week 6,"L
                  7","U
              41.5",Miami,L,6,24,0,L,0,1,7,U,0,1,41.5,30,-18,Monday,10/17/11,2011,Week 6Miami2011,78912
Sunday 12/12/10,@ N.Y. Jets,W 10-6,Week 14,"W
                  5","U
              37.5",Miami,W,10,6,0,W,1,0,5,U,0,1,37.5,16,4,Sunday,12/12/10,2010,Week 14Miami2010,78948
Sunday 10/11/09,@ N.Y. Giants,L 7-44,Week 5,"L
                  15.5","O
              38",Oakland,L,7,44,0,L,0,1,15.5,O,1,0,38,51,-37,Sunday,10/11/09,2009,Week 5Oakland2009,79012
Sunday 11/13/11,@ N.Y. Jets,W 37-16,Week 10,"W
                  2.5","O
              47.5",New England,W,37,16,0,W,1,0,2.5,O,1,0,47.5,53,21,Sunday,11/13/11,2011,Week 10New England2011,79088
Sunday 11/27/11,@ N.Y. Jets,L 24-28,Week 12,"W
                  9.5","O
              42.5",Buffalo,L,24,28,0,W,1,0,9.5,O,1,0,42.5,52,-4,Sunday,11/27/11,2011,Week 12Buffalo2011,79088
Thursday 11/22/12,@ N.Y. Jets,W 49-19,Week 12,"W
                  -7","O
              48",New England,W,49,19,0,W,1,0,-7,O,1,0,48,68,30,Thursday,11/22/12,2012,Week 12New England2012,79088
Sunday 10/28/12,@ N.Y. Jets,W 30-9,Week 8,"W
                  1","U
              39.5",Miami,W,30,9,0,W,1,0,1,U,0,1,39.5,39,21,Sunday,10/28/12,2012,Week 8Miami2012,79088
Monday 09/12/16,@ Washington,W 38-16,Week 1,"W
                  -2.5","O
              49",Pittsburgh,W,38,16,0,W,1,0,-2.5,O,1,0,49,54,22,Monday,9/12/16,2016,Week 1Pittsburgh2016,79124
Sunday 10/16/11,@ N.Y. Giants,L 24-27,Week 6,"P
                  3","O
              49",Buffalo,L,24,27,0,P,0,0,3,O,1,0,49,51,-3,Sunday,10/16/11,2011,Week 6Buffalo2011,79243
Sunday 11/04/12,Carolina,L 13-21,Week 9,"L
                  -3","U
              48",Washington,L,13,21,0,L,0,1,-3,U,0,1,48,34,-8,Sunday,11/4/12,2012,Week 9Washington2012,79767
Sunday 12/20/15,@ Washington,L 25-35,Week 15,"L
                  -2.5","O
              46",Buffalo,L,25,35,0,L,0,1,-2.5,O,1,0,46,60,-10,Sunday,12/20/15,2015,Week 15Buffalo2015,80124
Monday 12/07/15,@ Washington,W 19-16,Week 13,"W
                  2","U
              43",Dallas,W,19,16,0,W,1,0,2,U,0,1,43,35,3,Monday,12/7/15,2015,Week 13Dallas2015,80444
Sunday 10/16/11,@ Washington,W 20-13,Week 6,"W
                  -3","U
              46.5",Philadelphia,W,20,13,0,W,1,0,-3,U,0,1,46.5,33,7,Sunday,10/16/11,2011,Week 6Philadelphia2011,80447
Sunday 11/24/13,@ N.Y. Giants,W 24-21,Week 12,"W
                  2.5","O
              44.5",Dallas,W,24,21,0,W,1,0,2.5,O,1,0,44.5,45,3,Sunday,11/24/13,2013,Week 12Dallas2013,80499
Sunday 09/18/16,@ Washington,W 27-23,Week 2,"W
                  3.5","O
              47",Dallas,W,27,23,0,W,1,0,3.5,O,1,0,47,50,4,Sunday,9/18/16,2016,Week 2Dallas2016,80612
Sunday 09/22/13,L.A. Rams,W 31-7,Week 3,"W
                  -3.5","U
              47.5",Dallas,W,31,7,0,W,1,0,-3.5,U,0,1,47.5,38,24,Sunday,9/22/13,2013,Week 3Dallas2013,80848
Sunday 11/14/10,@ N.Y. Giants,W 33-20,Week 10,"W
                  11.5","O
              46",Dallas,W,33,20,0,W,1,0,11.5,O,1,0,46,53,13,Sunday,11/14/10,2010,Week 10Dallas2010,80851
Sunday 11/15/15,@ N.Y. Giants,W 27-26,Week 10,"L
                  -7","O
              52",New England,W,27,26,0,L,0,1,-7,O,1,0,52,53,1,Sunday,11/15/15,2015,Week 10New England2015,81061
Sunday 12/09/12,@ Washington,"L 28-31
           x",Week 14,"L
                  1","O
              47.5",Baltimore,L,28,31,0,L,0,1,1,O,1,0,47.5,59,-3,Sunday,12/9/12,2012,Week 14Baltimore2012,81178
Sunday 12/02/12,Philadelphia,W 38-33,Week 13,"L
                  -11","O
              44",Dallas,W,38,33,0,L,0,1,-11,O,1,0,44,71,5,Sunday,12/2/12,2012,Week 13Dallas2012,81851
Sunday 11/18/12,@ Dallas,"L 20-23
           x",Week 11,"W
                  7","U
              43.5",Cleveland,L,20,23,0,W,1,0,7,U,0,1,43.5,43,-3,Sunday,11/18/12,2012,Week 11Cleveland2012,81936
Sunday 12/11/16,@ L.A. Rams,W 42-14,Week 14,"W
                  -4.5","O
              44",Atlanta,W,42,14,0,W,1,0,-4.5,O,1,0,44,56,28,Sunday,12/11/16,2016,Week 14Atlanta2016,82495
Sunday 12/30/12,@ Washington,L 18-28,Week 17,"L
                  3","U
              48",Dallas,L,18,28,0,L,0,1,3,U,0,1,48,46,-10,Sunday,12/30/12,2012,Week 17Dallas2012,82845
Sunday 09/28/14,@ Oakland,W 38-14,Week 4,"W
                  -4","O
              41",Miami,W,38,14,0,W,1,0,-4,O,1,0,41,52,24,Sunday,9/28/14,2014,Week 4Miami2014,83436
Sunday 11/20/16,@ L.A. Rams,W 14-10,Week 11,"W
                  1","U
              39",Miami,W,14,10,0,W,1,0,1,U,0,1,39,24,4,Sunday,11/20/16,2016,Week 11Miami2016,83483
Sunday 09/29/13,@ Minnesota,L 27-34,Week 4,"L
                  -3","O
              41.5",Pittsburgh,L,27,34,0,L,0,1,-3,O,1,0,41.5,61,-7,Sunday,9/29/13,2013,Week 4Pittsburgh2013,83518
Sunday 10/26/14,@ Atlanta,W 22-21,Week 8,"L
                  -3.5","U
              45",Detroit,W,22,21,0,L,0,1,-3.5,U,0,1,45,43,1,Sunday,10/26/14,2014,Week 8Detroit2014,83532
Sunday 10/09/16,@ L.A. Rams,W 30-19,Week 5,"W
                  -2.5","O
              41.5",Buffalo,W,30,19,0,W,1,0,-2.5,O,1,0,41.5,49,11,Sunday,10/9/16,2016,Week 5Buffalo2016,83679
Sunday 10/04/15,N.Y. Jets,L 14-27,Week 4,"L
                  2.5","U
              42.5",Miami,L,14,27,0,L,0,1,2.5,U,0,1,42.5,41,-13,Sunday,10/4/15,2015,Week 4Miami2015,83986
Sunday 10/28/12,@ L.A. Rams,W 45-7,Week 8,"W
                  -7.5","O
              46",New England,W,45,7,0,W,1,0,-7.5,O,1,0,46,52,38,Sunday,10/28/12,2012,Week 8New England2012,84004
Sunday 10/25/15,@ Jacksonville,L 31-34,Week 7,"L
                  -3.5","O
              41",Buffalo,L,31,34,0,L,0,1,-3.5,O,1,0,41,65,-3,Sunday,10/25/15,2015,Week 7Buffalo2015,84021
Sunday 10/25/09,@ Tampa Bay,W 35-7,Week 7,"W
                  -15.5","U
              44.5",New England,W,35,7,0,W,1,0,-15.5,U,0,1,44.5,42,28,Sunday,10/25/09,2009,Week 7New England2009,84254
Sunday 10/01/17,New Orleans,L 0-20,Week 4,"L
                  4","U
              51.5",Miami,L,0,20,0,L,0,1,4,U,0,1,51.5,20,-20,Sunday,10/1/17,2017,Week 4Miami2017,84423
Sunday 10/30/16,Washington,L 27-27,Week 8,"L
                  -3","O
              49",Cincinnati,L,27,27,0,L,0,1,-3,O,1,0,49,54,0,Sunday,10/30/16,2016,Week 8Cincinnati2016,84488
Sunday 09/24/17,@ Jacksonville,L 7-44,Week 3,"L
                  -3","O
              38",Baltimore,L,7,44,0,L,0,1,-3,O,1,0,38,51,-37,Sunday,9/24/17,2017,Week 3Baltimore2017,84592
Sunday 10/14/18,Seattle,L 3-27,Week 6,"L
                  3","U
              48",Oakland,L,3,27,0,L,0,1,3,U,0,1,48,30,-24,Sunday,10/14/18,2018,Week 6Oakland2018,84922
Sunday 11/13/11,@ Dallas,L 7-44,Week 10,"L
                  4.5","O
              48.5",Buffalo,L,7,44,0,L,0,1,4.5,O,1,0,48.5,51,-37,Sunday,11/13/11,2011,Week 10Buffalo2011,85157
Sunday 11/22/09,Washington,W 7-6,Week 11,"L
                  -11","U
              41.5",Dallas,W,7,6,0,L,0,1,-11,U,0,1,41.5,13,1,Sunday,11/22/09,2009,Week 11Dallas2009,85277
Sunday 09/08/13,N.Y. Giants,W 36-31,Week 1,"W
                  -3.5","O
              49.5",Dallas,W,36,31,0,W,1,0,-3.5,O,1,0,49.5,67,5,Sunday,9/8/13,2013,Week 1Dallas2013,85348
Sunday 12/19/10,Washington,W 33-30,Week 15,"L
                  -9.5","O
              43.5",Dallas,W,33,30,0,L,0,1,-9.5,O,1,0,43.5,63,3,Sunday,12/19/10,2010,Week 15Dallas2010,86904
Thursday 11/28/13,@ Dallas,L 24-31,Week 13,"W
                  10","O
              49.5",Oakland,L,24,31,0,W,1,0,10,O,1,0,49.5,55,-7,Thursday,11/28/13,2013,Week 13Oakland2013,87572
Sunday 10/10/10,Green Bay,"W 16-13
           x",Week 5,"W
                  2.5","U
              45.5",Washington,W,16,13,0,W,1,0,2.5,U,0,1,45.5,29,3,Sunday,10/10/10,2010,Week 5Washington2010,87760
Sunday 09/20/09,L.A. Rams,W 9-7,Week 2,"L
                  -10","U
              37",Washington,W,9,7,0,L,0,1,-10,U,0,1,37,16,2,Sunday,9/20/09,2009,Week 2Washington2009,87780
Sunday 10/17/10,@ Washington,W 27-24,Week 6,"P
                  -3","O
              44.5",Indianapolis,W,27,24,0,P,0,0,-3,O,1,0,44.5,51,3,Sunday,10/17/10,2010,Week 6Indianapolis2010,87883
Monday 10/01/12,Chicago,L 18-34,Week 4,"L
                  -3","O
              41",Dallas,L,18,34,0,L,0,1,-3,O,1,0,41,52,-16,Monday,10/1/12,2012,Week 4Dallas2012,90080
Sunday 01/03/16,Washington,L 23-34,Week 17,"L
                  -3","O
              41",Dallas,L,23,34,0,L,0,1,-3,O,1,0,41,57,-11,Sunday,1/3/16,2015,Week 17Dallas2015,90127
Sunday 09/30/18,Detroit,W 26-24,Week 4,"L
                  -2.5","O
              43.5",Dallas,W,26,24,0,L,0,1,-2.5,O,1,0,43.5,50,2,Sunday,9/30/18,2018,Week 4Dallas2018,90155
Thursday 11/22/12,Washington,L 31-38,Week 12,"L
                  -3.5","O
              47",Dallas,L,31,38,0,L,0,1,-3.5,O,1,0,47,69,-7,Thursday,11/22/12,2012,Week 12Dallas2012,90166
Monday 11/05/18,@ Dallas,W 28-14,Week 9,"W
                  4.5","O
              40.5",Tennessee,W,28,14,0,W,1,0,4.5,O,1,0,40.5,42,14,Monday,11/5/18,2018,Week 9Tennessee2018,90466
Monday 09/28/09,Carolina,W 21-7,Week 3,"W
                  -9","U
              48",Dallas,W,21,7,0,W,1,0,-9,U,0,1,48,28,14,Monday,9/28/09,2009,Week 3Dallas2009,90588
Sunday 10/14/18,@ Dallas,L 7-40,Week 6,"L
                  -3","O
              39",Jacksonville,L,7,40,0,L,0,1,-3,O,1,0,39,47,-33,Sunday,10/14/18,2018,Week 6Jacksonville2018,90767
Thursday 11/26/15,Carolina,L 14-33,Week 12,"L
                  1","O
              44.5",Dallas,L,14,33,0,L,0,1,1,O,1,0,44.5,47,-19,Thursday,11/26/15,2015,Week 12Dallas2015,90909
Monday 09/26/11,Washington,W 18-16,Week 3,"L
                  -3.5","U
              44",Dallas,W,18,16,0,L,0,1,-3.5,U,0,1,44,34,2,Monday,9/26/11,2011,Week 3Dallas2011,91017
Sunday 12/15/13,Green Bay,L 36-37,Week 15,"L
                  -4","O
              50",Dallas,L,36,37,0,L,0,1,-4,O,1,0,50,73,-1,Sunday,12/15/13,2013,Week 15Dallas2013,91054
Sunday 10/05/14,@ Dallas,"L 17-20
           x",Week 5,"W
                  5","U
              47.5",Houston,L,17,20,0,W,1,0,5,U,0,1,47.5,37,-3,Sunday,10/5/14,2014,Week 5Houston2014,91159
Sunday 12/29/13,Philadelphia,L 22-24,Week 17,"W
                  7.5","U
              54",Dallas,L,22,24,0,W,1,0,7.5,U,0,1,54,46,-2,Sunday,12/29/13,2013,Week 17Dallas2013,91166
Monday 10/25/10,N.Y. Giants,L 35-41,Week 7,"L
                  -3.5","O
              45",Dallas,L,35,41,0,L,0,1,-3.5,O,1,0,45,76,-6,Monday,10/25/10,2010,Week 7Dallas2010,91375
Thursday 11/27/14,Philadelphia,L 10-33,Week 13,"L
                  -3","U
              56",Dallas,L,10,33,0,L,0,1,-3,U,0,1,56,43,-23,Thursday,11/27/14,2014,Week 13Dallas2014,91379
Sunday 11/01/15,Seattle,L 12-13,Week 8,"W
                  4.5","U
              41.5",Dallas,L,12,13,0,W,1,0,4.5,U,0,1,41.5,25,-1,Sunday,11/1/15,2015,Week 8Dallas2015,91486
Sunday 10/09/16,@ Dallas,L 14-28,Week 5,"L
                  -2.5","U
              46",Cincinnati,L,14,28,0,L,0,1,-2.5,U,0,1,46,42,-14,Sunday,10/9/16,2016,Week 5Cincinnati2016,91653
Sunday 10/06/13,@ Dallas,W 51-48,Week 5,"L
                  -7.5","O
              56",Denver,W,51,48,0,L,0,1,-7.5,O,1,0,56,99,3,Sunday,10/6/13,2013,Week 5Denver2013,92758
Sunday 10/11/15,@ Dallas,W 30-6,Week 5,"W
                  -8","U
              51",New England,W,30,6,0,W,1,0,-8,U,0,1,51,36,24,Sunday,10/11/15,2015,Week 5New England2015,93054
Sunday 11/20/16,@ Dallas,L 17-27,Week 11,"L
                  7","U
              44.5",Baltimore,L,17,27,0,L,0,1,7,U,0,1,44.5,44,-10,Sunday,11/20/16,2016,Week 11Baltimore2016,93056
Sunday 12/09/18,Philadelphia,"W 29-23
           x",Week 14,"W
                  -3.5","O
              45.5",Dallas,W,29,23,0,W,1,0,-3.5,O,1,0,45.5,52,6,Sunday,12/9/18,2018,Week 14Dallas2018,93127
Sunday 11/19/17,Philadelphia,L 9-37,Week 11,"L
                  6","U
              48",Dallas,L,9,37,0,L,0,1,6,U,0,1,48,46,-28,Sunday,11/19/17,2017,Week 11Dallas2017,93247
Sunday 09/13/15,N.Y. Giants,W 27-26,Week 1,"L
                  -7","O
              52",Dallas,W,27,26,0,L,0,1,-7,O,1,0,52,53,1,Sunday,9/13/15,2015,Week 1Dallas2015,93579
Thursday 11/25/10,New Orleans,L 27-30,Week 12,"W
                  4.5","O
              48",Dallas,L,27,30,0,W,1,0,4.5,O,1,0,48,57,-3,Thursday,11/25/10,2010,Week 12Dallas2010,93985
Sunday 10/28/12,N.Y. Giants,L 24-29,Week 8,"L
                  1.5","O
              48",Dallas,L,24,29,0,L,0,1,1.5,O,1,0,48,53,-5,Sunday,10/28/12,2012,Week 8Dallas2012,94067
Sunday 09/13/09,@ Houston,W 24-7,Week 1,"W
                  4.5","U
              44.5",New York Jets,W,24,7,0,W,1,0,4.5,U,0,1,44.5,31,17,Sunday,9/13/09,2009,Week 1New York Jets2009,70118
Monday 09/14/09,@ Oakland,W 24-20,Week 1,"L
                  -10","O
              42.5",Los Angeles Chargers,W,24,20,0,L,0,1,-10,O,1,0,42.5,44,4,Monday,9/14/09,2009,Week 1Los Angeles Chargers2009,61940
Sunday 09/11/11,Dallas,W 27-24,Week 1,"L
                  -6.5","O
              40.5",New York Jets,W,27,24,0,L,0,1,-6.5,O,1,0,40.5,51,3,Sunday,9/11/11,2011,Week 1New York Jets2011,78702
Monday 09/10/12,@ Oakland,W 22-14,Week 1,"W
                  1","U
              47.5",Los Angeles Chargers,W,22,14,0,W,1,0,1,U,0,1,47.5,36,8,Monday,9/10/12,2012,Week 1Los Angeles Chargers2012,61896
Sunday 09/07/14,Oakland,W 19-14,Week 1,"L
                  -6.5","U
              41",New York Jets,W,19,14,0,L,0,1,-6.5,U,0,1,41,33,5,Sunday,9/7/14,2014,Week 1New York Jets2014,78160
Monday 09/08/14,@ Detroit,L 14-35,Week 1,"L
                  6.5","O
              46",New York Giants,L,14,35,0,L,0,1,6.5,O,1,0,46,49,-21,Monday,9/8/14,2014,Week 1New York Giants2014,64401
Sunday 09/13/15,Seattle,"W 34-31
           x",Week 1,"W
                  3.5","O
              41.5",Los Angeles Rams,W,34,31,0,W,1,0,3.5,O,1,0,41.5,65,3,Sunday,9/13/15,2015,Week 1Los Angeles Rams2015,51792
Sunday 09/11/16,Cincinnati,L 22-23,Week 1,"L
                  -1","O
              42",New York Jets,L,22,23,0,L,0,1,-1,O,1,0,42,45,-1,Sunday,9/11/16,2016,Week 1New York Jets2016,78160
Monday 09/12/16,@ San Francisco,L 0-28,Week 1,"L
                  -2.5","U
              43",Los Angeles Rams,L,0,28,0,L,0,1,-2.5,U,0,1,43,28,-28,Monday,9/12/16,2016,Week 1Los Angeles Rams2016,70178
Sunday 11/15/09,Jacksonville,L 22-24,Week 10,"L
                  -6.5","O
              41",New York Jets,L,22,24,0,L,0,1,-6.5,O,1,0,41,46,-2,Sunday,11/15/09,2009,Week 10New York Jets2009,76313
Thursday 11/10/11,Oakland,L 17-24,Week 10,"L
                  -7","U
              47.5",Los Angeles Chargers,L,17,24,0,L,0,1,-7,U,0,1,47.5,41,-7,Thursday,11/10/11,2011,Week 10Los Angeles Chargers2011,68109
Sunday 11/11/12,@ Seattle,L 7-28,Week 10,"L
                  5","U
              38.5",New York Jets,L,7,28,0,L,0,1,5,U,0,1,38.5,35,-21,Sunday,11/11/12,2012,Week 10New York Jets2012,67841
Sunday 11/09/14,Pittsburgh,W 20-13,Week 10,"W
                  4.5","U
              47",New York Jets,W,20,13,0,W,1,0,4.5,U,0,1,47,33,7,Sunday,11/9/14,2014,Week 10New York Jets2014,78160
Sunday 11/13/16,L.A. Rams,L 6-9,Week 10,"L
                  1","U
              39",New York Jets,L,6,9,0,L,0,1,1,U,0,1,39,15,-3,Sunday,11/13/16,2016,Week 10New York Jets2016,78160
Sunday 11/12/17,@ Tampa Bay,L 10-15,Week 10,"L
                  1","U
              44.5",New York Jets,L,10,15,0,L,0,1,1,U,0,1,44.5,25,-5,Sunday,11/12/17,2017,Week 10New York Jets2017,57911
Sunday 11/12/17,@ San Francisco,L 21-31,Week 10,"L
                  -3","O
              41.5",New York Giants,L,21,31,0,L,0,1,-3,O,1,0,41.5,52,-10,Sunday,11/12/17,2017,Week 10New York Giants2017,70133
Thursday 11/17/11,@ Denver,L 13-17,Week 11,"L
                  -6","U
              39.5",New York Jets,L,13,17,0,L,0,1,-6,U,0,1,39.5,30,-4,Thursday,11/17/11,2011,Week 11New York Jets2011,74746
Sunday 11/20/11,@ Chicago,L 20-31,Week 11,"L
                  3.5","O
              45",Los Angeles Chargers,L,20,31,0,L,0,1,3.5,O,1,0,45,51,-11,Sunday,11/20/11,2011,Week 11Los Angeles Chargers2011,62344
Sunday 11/22/15,@ Houston,L 17-24,Week 11,"L
                  -4","O
              40",New York Jets,L,17,24,0,L,0,1,-4,O,1,0,40,41,-7,Sunday,11/22/15,2015,Week 11New York Jets2015,71718
Sunday 11/25/18,@ Philadelphia,L 22-25,Week 12,"W
                  4.5","U
              49",New York Giants,L,22,25,0,W,1,0,4.5,U,0,1,49,47,-3,Sunday,11/25/18,2018,Week 12New York Giants2018,69696
Sunday 12/05/10,Oakland,L 13-28,Week 13,"L
                  -12.5","U
              44.5",Los Angeles Chargers,L,13,28,0,L,0,1,-12.5,U,0,1,44.5,41,-15,Sunday,12/5/10,2010,Week 13Los Angeles Chargers2010,68183
Sunday 12/04/11,@ Washington,W 34-19,Week 13,"W
                  -3","O
              38.5",New York Jets,W,34,19,0,W,1,0,-3,O,1,0,38.5,53,15,Sunday,12/4/11,2011,Week 13New York Jets2011,74121
Monday 12/05/16,Indianapolis,L 10-41,Week 13,"L
                  -1","O
              48.5",New York Jets,L,10,41,0,L,0,1,-1,O,1,0,48.5,51,-31,Monday,12/5/16,2016,Week 13New York Jets2016,78160
Sunday 12/03/17,Kansas City,W 38-31,Week 13,"W
                  4","O
              44",New York Jets,W,38,31,0,W,1,0,4,O,1,0,44,69,7,Sunday,12/3/17,2017,Week 13New York Jets2017,77562
Sunday 12/02/18,@ Tennessee,L 22-26,Week 13,"W
                  10.5","O
              40.5",New York Jets,L,22,26,0,W,1,0,10.5,O,1,0,40.5,48,-4,Sunday,12/2/18,2018,Week 13New York Jets2018,60904
Sunday 12/13/09,@ Tampa Bay,W 26-3,Week 14,"W
                  -3.5","U
              36.5",New York Jets,W,26,3,0,W,1,0,-3.5,U,0,1,36.5,29,23,Sunday,12/13/09,2009,Week 14New York Jets2009,62731
Sunday 12/13/09,Philadelphia,L 38-45,Week 14,"L
                  1","O
              42.5",New York Giants,L,38,45,0,L,0,1,1,O,1,0,42.5,83,-7,Sunday,12/13/09,2009,Week 14New York Giants2009,78780
Sunday 12/08/13,Oakland,W 37-27,Week 14,"W
                  -3","O
              39",New York Jets,W,37,27,0,W,1,0,-3,O,1,0,39,64,10,Sunday,12/8/13,2013,Week 14New York Jets2013,76957
Sunday 12/07/14,@ Minnesota,"L 24-30
           x",Week 14,"L
                  4","O
              40.5",New York Jets,L,24,30,0,L,0,1,4,O,1,0,40.5,54,-6,Sunday,12/7/14,2014,Week 14New York Jets2014,52152
Sunday 12/11/16,@ San Francisco,"W 23-17
           x",Week 14,"W
                  3","U
              42.5",New York Jets,W,23,17,0,W,1,0,3,U,0,1,42.5,40,6,Sunday,12/11/16,2016,Week 14New York Jets2016,70178
Sunday 12/10/17,@ Denver,L 0-23,Week 14,"L
                  -1","U
              40.5",New York Jets,L,0,23,0,L,0,1,-1,U,0,1,40.5,23,-23,Sunday,12/10/17,2017,Week 14New York Jets2017,75518
Sunday 12/10/17,Washington,W 30-13,Week 14,"W
                  -6","U
              46.5",Los Angeles Chargers,W,30,13,0,W,1,0,-6,U,0,1,46.5,43,17,Sunday,12/10/17,2017,Week 14Los Angeles Chargers2017,25393
Sunday 12/19/10,@ Pittsburgh,W 22-17,Week 15,"W
                  3.5","O
              36",New York Jets,W,22,17,0,W,1,0,3.5,O,1,0,36,39,5,Sunday,12/19/10,2010,Week 15New York Jets2010,62568
Sunday 12/15/13,@ Carolina,L 20-30,Week 15,"P
                  10","O
              41",New York Jets,L,20,30,0,P,0,0,10,O,1,0,41,50,-10,Sunday,12/15/13,2013,Week 15New York Jets2013,73251
Sunday 12/14/14,@ Tennessee,W 16-11,Week 15,"W
                  -3.5","U
              42",New York Jets,W,16,11,0,W,1,0,-3.5,U,0,1,42,27,5,Sunday,12/14/14,2014,Week 15New York Jets2014,69143
Saturday 12/19/15,@ Dallas,W 19-16,Week 15,"P
                  -3","U
              40.5",New York Jets,W,19,16,0,P,0,0,-3,U,0,1,40.5,35,3,Saturday,12/19/15,2015,Week 15New York Jets2015,90345
Sunday 12/18/16,Oakland,L 16-19,Week 15,"L
                  2.5","U
              49.5",Los Angeles Chargers,L,16,19,0,L,0,1,2.5,U,0,1,49.5,35,-3,Sunday,12/18/16,2016,Week 15Los Angeles Chargers2016,68352
Sunday 12/18/16,Detroit,W 17-6,Week 15,"W
                  -4","U
              42.5",New York Giants,W,17,6,0,W,1,0,-4,U,0,1,42.5,23,11,Sunday,12/18/16,2016,Week 15New York Giants2016,79434
Saturday 12/15/18,Houston,L 22-29,Week 15,"P
                  7","O
              44",New York Jets,L,22,29,0,P,0,0,7,O,1,0,44,51,-7,Saturday,12/15/18,2018,Week 15New York Jets2018,77982
Sunday 12/26/10,@ Chicago,L 34-38,Week 16,"L
                  1.5","O
              36",New York Jets,L,34,38,0,L,0,1,1.5,O,1,0,36,72,-4,Sunday,12/26/10,2010,Week 16New York Jets2010,62310
Sunday 12/26/10,@ Green Bay,L 17-45,Week 16,"L
                  3","O
              43",New York Giants,L,17,45,0,L,0,1,3,O,1,0,43,62,-28,Sunday,12/26/10,2010,Week 16New York Giants2010,70649
Saturday 12/24/11,N.Y. Giants,L 14-29,Week 16,"L
                  -3","U
              47",New York Jets,L,14,29,0,L,0,1,-3,U,0,1,47,43,-15,Saturday,12/24/11,2011,Week 16New York Jets2011,79088
Sunday 12/21/14,@ L.A. Rams,W 37-27,Week 16,"W
                  6.5","O
              43.5",New York Giants,W,37,27,0,W,1,0,6.5,O,1,0,43.5,64,10,Sunday,12/21/14,2014,Week 16New York Giants2014,55851
Sunday 12/24/17,L.A. Chargers,L 7-14,Week 16,"W
                  7.5","U
              42.5",New York Jets,L,7,14,0,W,1,0,7.5,U,0,1,42.5,21,-7,Sunday,12/24/17,2017,Week 16New York Jets2017,77562
Sunday 12/23/18,Green Bay,"L 38-44
           x",Week 16,"L
                  3","O
              47.5",New York Jets,L,38,44,0,L,0,1,3,O,1,0,47.5,82,-6,Sunday,12/23/18,2018,Week 16New York Jets2018,77982
Sunday 01/03/10,Washington,W 23-20,Week 17,"P
                  -3","O
              39",Los Angeles Chargers,W,23,20,0,P,0,0,-3,O,1,0,39,43,3,Sunday,1/3/10,2009,Week 17Los Angeles Chargers2009,67554
Sunday 01/01/12,San Francisco,L 27-34,Week 17,"W
                  12.5","O
              35",Los Angeles Rams,L,27,34,0,W,1,0,12.5,O,1,0,35,61,-7,Sunday,1/1/12,2011,Week 17Los Angeles Rams2011,55990
Sunday 12/30/12,Philadelphia,W 42-7,Week 17,"W
                  -6.5","O
              44",New York Giants,W,42,7,0,W,1,0,-6.5,O,1,0,44,49,35,Sunday,12/30/12,2012,Week 17New York Giants2012,80657
Sunday 12/30/12,@ Seattle,L 13-20,Week 17,"W
                  11","U
              41.5",Los Angeles Rams,L,13,20,0,W,1,0,11,U,0,1,41.5,33,-7,Sunday,12/30/12,2012,Week 17Los Angeles Rams2012,67936
Sunday 12/28/14,Philadelphia,L 26-34,Week 17,"L
                  1","O
              51.5",New York Giants,L,26,34,0,L,0,1,1,O,1,0,51.5,60,-8,Sunday,12/28/14,2014,Week 17New York Giants2014,79150
Sunday 01/03/16,Philadelphia,L 30-35,Week 17,"L
                  -3.5","O
              51",New York Giants,L,30,35,0,L,0,1,-3.5,O,1,0,51,65,-5,Sunday,1/3/16,2015,Week 17New York Giants2015,78023
Sunday 12/31/17,Oakland,W 30-10,Week 17,"W
                  -7","U
              43",Los Angeles Chargers,W,30,10,0,W,1,0,-7,U,0,1,43,40,20,Sunday,12/31/17,2017,Week 17Los Angeles Chargers2017,25430
Sunday 12/31/17,San Francisco,L 13-34,Week 17,"L
                  6","O
              44.5",Los Angeles Rams,L,13,34,0,L,0,1,6,O,1,0,44.5,47,-21,Sunday,12/31/17,2017,Week 17Los Angeles Rams2017,66125
