Key2,GameKey,FullDate,Month,Day,Year,Date2,Date3,Season,Start (ET),Hour,Start-Military,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,SO,Attendance,Notes,MonthW,MoneyLineAway,MoneyLineHome,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Latitude.x,Longitude.x,Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction,Daily High Wind Gust,Daily Cloud Cover percent,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predomite Weather,Daily Weather Code,Daily Weather Text,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Militaryminusfour,Minus Four Temperature,Minus Four Feels Like,Minus Four Dew Point,Minus Four Relative Humidity,Minus Four Wet Bulb Temp,Minus Four Wind Direction,Minus Four Wind Speed,Minus Four Cloud Cover percent,Minus Four Cloud Ceiling,Minus Four Cloud Cover Type,Minus Four Visibility,Minus Four Solar Irradiance Beam,Minus Four Solar Irradiance Diffuse,Minus Four Solar Irradiance Global,Minus Four Solar Irradiance Possible Beam,Minus Four Solar Irradiance Possible Global,Minus Four Solar Irradiance ET,Minus Four Probability of Precipitation,Minus Four Water EQ,Minus Four Snowfall,Minus Four Pressure Inches,Minus Four Pressure Millibars,Minus Four Weather Code Digit Numeric,Minus Four Weather Code Alpha Numeric,Minus Four Weather Text
KRDU 21/Mar/2015 15,CAR42084,3/21/15,3,21,2015,21-Mar-15,21-Mar-15,2015, 7:00 PM,7,19,NYR,3,CAR,2,1,1,"13,404",0,Mar,-155,140,NA,-1.5,1.5 (0.5),U,5,Saturday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42084,KRDU,O,21-Mar-15,EST,35.878,-78.787,436,65,40,51,64,36,48,39,44,100,50,80,55,40,47,12,3,215,21,73,7.2,3655,546,4201,125,731,0,0,30.18,30.02,30.09,1021.9,1016.6,1018.8,52,PC,High Clouds,57,57,47,69,52,170,3,70,250,BKN,10,0,0,0,0,0,0,0,0,0,30.03,1016.8,52,PC,High Clouds,15,62,62,45,54,53,370,3,75,30,BKN,10,433,57,490,566,623,809,0,0,0,30.06,1018.1,45,CLR,Mostly Clear
KRDU 21/Mar/2019 15,CAR43545,3/21/19,3,21,2019,21-Mar-19,21-Mar-19,2019, 7:00 PM,7,19,TBL,6,CAR,3,0,0,"13,785",0,Mar,130,-144,NA,1.5 (4.5),-1.5,O,6.5,Thursday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43545,KRDU,O,21-Mar-19,EST,35.867,-78.783,427,59,44,48,57,39,47,41,44,100,55,87,49,44,46,12,6,341,21,91,6.9,1929,546,2475,0,731,0.58,0,30.01,29.73,29.81,1016.4,1006.6,1009.5,18,RAIN,Light Rain,48,48,47,96,47,230,3,100,250,BKN,10,0,0,0,0,0,0,0,0,0,29.73,1006.7,42,MC,Mostly Cloudy,15,56,53,41,57,49,310,12,100,250,BKN,10,249,57,306,566,623,809,0,0,0,29.74,1007.1,42,MC,Mostly Cloudy
KRDU 21/Nov/2018 15,CAR43425,11/21/18,11,21,2018,21-Nov-18,21-Nov-18,2019, 7:00 PM,7,19,TOR,2,CAR,5,0,0,"12,562",0,Nov,-108,-102,NA,1.5,-1.5 (1.5),O,6,Wednesday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43425,KRDU,O,21-Nov-18,EST,35.867,-78.783,427,57,30,42,56,30,35,26,31,100,32,70,44,30,37,10,2,284,21,1,10,2778,279,3057,602,606,0,0,30.25,30.16,30.21,1024.5,1021.5,1023,46,CLR,Fair,41,41,33,74,38,0,0,0,400,CLR,10,0,0,0,0,0,0,0,0,0,30.19,1022.5,46,CLR,Fair,15,56,53,27,33,44,300,10,0,400,CLR,10,238,24,262,238,262,340,0,0,0,30.16,1021.5,46,CLR,Fair
KRDU 22/Dec/2018 15,CAR43456,12/22/18,12,22,2018,22-Dec-18,22-Dec-18,2019, 7:00 PM,7,19,PIT,3,CAR,0,0,0,"16,264",0,Dec,104,-115,NA,-1.5 (1.5),1.5,U,6,Saturday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43456,KRDU,O,22-Dec-18,EST,35.867,-78.783,427,53,34,45,53,35,37,30,33,85,43,63,44,33,40,12,7,270,23,20,10,2214,236,2450,491,584,0,0,30.15,29.53,29.91,1021,999.7,1012.8,45,CLR,Mostly Clear,46,46,30,54,39,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.07,1018.2,45,CLR,Mostly Clear,15,53,51,31,43,43,300,6,10,250,FEW,10,215,22,237,224,246,320,0,0,0,29.98,1015.1,45,CLR,Mostly Clear
KRDU 22/Jan/2016 15,CAR42391,1/22/16,1,22,2016,22-Jan-16,22-Jan-16,2016, 7:00 PM,7,19,NYR,4,CAR,1,0,0,"14,102",0,Jan,-144,130,NA,-1.5 (1.5),1.5,U,5,Friday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42391,KRDU,O,22-Jan-16,EST,35.878,-78.787,436,32,25,29,32,14,28,13,22,92,49,77,31,24,27,23,12,64,36,100,5.1,1421,284,1704,0,609,0.95,1.2,30.27,29.59,29.98,1024.9,1001.9,1015.2,3,SNOW,Freezing Rain,31,20,28,89,30,60,17,100,9,OVC,8,0,0,0,0,0,0,0,0,0,29.69,1005.5,3,SNOW,Freezing Rain,15,29,20,26,89,28,60,10,100,8,OVC,1.2,153,31,184,306,337,437,99,0.13,0,29.89,1012.3,13,SNOW,Ice Pellets
KRDU 22/Mar/2016 15,CAR42451,3/22/16,3,22,2016,22-Mar-16,22-Mar-16,2016, 7:00 PM,7,19,BUF,3,CAR,2,0,0,"12,676",0,Mar,112,-124,NA,1.5 (2.5),-1.5,U,5,Tuesday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42451,KRDU,O,22-Mar-16,EST,35.878,-78.787,436,66,32,51,66,33,36,28,31,89,26,52,50,31,42,17,7,216,22,12,10,5474,556,6030,672,734,0,0,30.33,30.15,30.23,1027,1020.9,1023.7,45,CLR,Mostly Clear,60,58,30,32,47,210,10,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.16,1021.4,45,CLR,Mostly Clear,15,66,66,32,28,50,220,12,5,250,FEW,10,566,57,623,575,632,821,0,0,0,30.19,1022.3,45,CLR,Mostly Clear
KRDU 22/Mar/2018 15,CAR43181,3/22/18,3,22,2018,22-Mar-18,22-Mar-18,2018, 7:00 PM,7,19,ARI,5,CAR,6,0,0,"10,535",0,Mar,166,-185,NA,1.5 (0.5),-1.5,O,5.5,Thursday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43181,KRDU,O,22-Mar-18,EST,35.878,-78.787,436,53,32,42,51,31,29,19,23,76,28,50,39,31,35,10,6,329,22,54,10,3331,552,3883,191,734,0,0,30.19,29.94,30.07,1022.3,1014.2,1018.3,42,MC,Mostly Cloudy,47,47,21,36,37,370,3,25,250,SCT,10,0,0,0,0,0,0,0,0,0,30.1,1019.3,54,CLR,Few High Clouds,15,50,46,19,29,38,10,10,100,250,BKN,10,301,57,358,570,627,814,0,0,0,30.06,1017.9,42,MC,Mostly Cloudy
KRDU 23/Dec/2013 15,CAR41631,12/23/13,12,23,2013,23-Dec-13,23-Dec-13,2014, 7:00 PM,7,19,CBJ,4,CAR,3,0,0,"16,601",0,Dec,114,-123,NA,1.5 (2.5),-1.5,O,5.5,Monday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41631,KRDU,O,23-Dec-13,EST,35.878,-78.787,436,68,47,60,68,46,65,37,57,100,74,90,66,45,59,20,8,229,30,100,6.9,1181,237,1416,0,583,1.95,0,30.15,30,30.07,1020.9,1016,1018.2,18,RAIN,Light Rain,52,50,50,93,51,370,6,100,7,OVC,3,0,0,0,0,0,0,99,0.01,0,30.11,1019.6,18,RAIN,Light Rain,15,65,65,63,93,64,210,7,100,6,OVC,3,112,23,136,225,248,321,99,0.06,0,30,1016,18,RAIN,Light Rain
KRDU 23/Dec/2016 15,CAR42727,12/23/16,12,23,2016,23-Dec-16,23-Dec-16,2017, 7:30 PM,7,19,BOS,2,CAR,3,1,0,"12,924",0,Dec,102,-113,NA,1.5 (0.5),-1.5,U,5,Friday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42727,KRDU,O,23-Dec-16,EST,35.878,-78.787,436,53,29,42,52,31,30,23,26,82,32,53,40,29,36,8,3,84,21,76,10,1555,237,1792,162,583,0,0,30.55,30.36,30.46,1034.5,1028.1,1031.3,42,MC,Mostly Cloudy,45,45,26,48,37,130,3,100,170,BKN,10,0,0,0,0,0,0,0,0,0,30.45,1031.3,42,MC,Mostly Cloudy,15,52,52,23,32,40,130,3,40,140,SCT,10,196,23,219,225,248,322,0,0,0,30.46,1031.6,44,PC,Partly Cloudy
KRDU 23/Dec/2017 15,CAR43092,12/23/17,12,23,2017,23-Dec-17,23-Dec-17,2018, 7:00 PM,7,19,BUF,2,CAR,4,0,0,"14,470",0,Dec,196,-219,NA,1.5,-1.5 (0.5),O,5.5,Saturday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43092,KRDU,O,23-Dec-17,EST,35.878,-78.787,436,71,48,60,71,46,58,46,53,96,61,79,63,47,55,21,12,217,28,83,10,1531,237,1768,82,583,0,0,30.11,29.87,29.98,1019.6,1011.2,1015.2,52,PC,High Clouds,67,67,57,71,61,220,13,100,41,OVC,10,0,0,0,0,0,0,0,0,0,29.9,1012.3,40,MC,Overcast,15,71,71,57,61,63,220,20,75,250,BKN,10,172,23,195,225,248,321,0,0,0,29.88,1011.6,52,PC,High Clouds
KRDU 23/Dec/2018 13,CAR43457,12/23/18,12,23,2018,23-Dec-18,23-Dec-18,2019, 5:00 PM,5,17,BOS,3,CAR,5,0,0,"17,491",0,Dec,-119,108,NA,-1.5,1.5 (3.5),O,5.5,Sunday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43457,KRDU,O,23-Dec-18,EST,35.867,-78.783,427,57,28,44,57,29,39,28,32,96,39,67,46,29,38,15,5,206,22,31,10,2337,237,2574,499,583,0.01,0,30.25,30.05,30.14,1024.4,1017.8,1020.7,46,CLR,Fair,54,52,34,47,45,180,8,100,250,BKN,10,0,0,0,0,0,0,0,0,0,30.08,1018.7,42,MC,Mostly Cloudy,13,53,51,33,47,44,190,6,5,250,FEW,10,410,42,452,416,458,594,0,0,0,30.15,1020.9,45,CLR,Mostly Clear
KRDU 23/Feb/2016 15,CAR42423,2/23/16,2,23,2016,23-Feb-16,23-Feb-16,2016, 7:00 PM,7,19,PHI,1,CAR,3,0,0,"10,896",0,Feb,127,-140,NA,1.5,-1.5 (0.5),U,5,Tuesday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42423,KRDU,O,23-Feb-16,EST,35.878,-78.787,436,46,43,45,46,40,45,42,43,100,93,95,45,43,44,9,7,61,9,100,1.8,2064,414,2479,0,671,0.19,0,30.07,29.95,30.03,1018.3,1014.2,1016.8,21,RAIN,Light Drizzle,45,41,44,97,45,50,8,100,4,OVC,2,0,0,0,0,0,0,0,0,0,30.01,1016.4,21,RAIN,Light Drizzle,15,45,42,44,97,45,100,6,100,3,OVC,0.5,225,45,270,450,495,642,0,0,0,30.01,1016.4,40,MC,Overcast
KRDU 23/Feb/2018 15,CAR43154,2/23/18,2,23,2018,23-Feb-18,23-Feb-18,2018, 7:30 PM,7,19,PIT,6,CAR,1,0,0,"18,180",0,Feb,-119,108,NA,-1.5 (3.5),1.5,O,6,Friday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43154,KRDU,O,23-Feb-18,EST,35.878,-78.787,436,70,52,60,69,49,60,51,55,100,66,86,62,52,57,9,5,72,9,52,8.1,2630,414,3044,265,671,0,0,30.51,30.28,30.41,1033.1,1025.3,1029.6,40,MC,Overcast,59,59,55,87,57,60,3,5,183,CLR,10,0,0,0,0,0,0,0,0,0,30.34,1027.1,46,CLR,Fair,15,68,68,57,68,62,0,0,10,40,FEW,10,428,45,472,450,495,642,0,0,0,30.39,1028.9,45,CLR,Mostly Clear
KRDU 23/Mar/2015 15,CAR42086,3/23/15,3,23,2015,23-Mar-15,23-Mar-15,2015, 7:00 PM,7,19,CHI,3,CAR,1,0,0,"13,786",0,Mar,-187,168,NA,-1.5 (0.5),1.5,U,5,Monday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42086,KRDU,O,23-Mar-15,EST,35.878,-78.787,436,58,43,51,58,42,43,25,31,74,30,49,48,40,43,15,9,80,21,60,10,3372,556,3928,253,736,0,0,30.19,30.02,30.11,1022.2,1016.5,1019.8,45,CLR,Mostly Clear,51,49,29,43,42,120,5,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.13,1020.4,45,CLR,Mostly Clear,15,57,55,27,32,44,90,10,45,45,SCT,10,486,57,543,575,632,821,0,0,0,30.1,1019.3,45,CLR,Mostly Clear
KRDU 23/Mar/2019 15,CAR43547,3/23/19,3,23,2019,23-Mar-19,23-Mar-19,2019, 7:00 PM,7,19,MIN,1,CAR,5,0,0,"16,751",0,Mar,167,-186,NA,1.5,-1.5 (2.5),O,5.5,Saturday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43547,KRDU,O,23-Mar-19,EST,35.867,-78.783,427,62,35,49,62,32,29,14,22,67,15,37,44,32,38,15,6,304,23,5,10,5460,556,6016,698,736,0,0,30.3,30.03,30.19,1026,1016.7,1022.2,46,CLR,Fair,54,54,19,25,40,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.23,1023.9,45,CLR,Mostly Clear,15,61,61,18,19,44,370,6,0,400,CLR,10,575,57,632,575,632,821,0,0,0,30.2,1022.5,46,CLR,Fair
KRDU 23/Nov/2018 15,CAR43427,11/23/18,11,23,2018,23-Nov-18,23-Nov-18,2019, 7:30 PM,7,19,FLA,1,CAR,4,0,0,"13,226",0,Nov,137,-152,NA,1.5,-1.5 (1.5),U,6,Friday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43427,KRDU,O,23-Nov-18,EST,35.867,-78.783,427,45,27,35,43,19,29,18,23,78,43,62,36,24,31,12,8,58,21,43,10,2481,273,2754,387,603,0,0,30.54,30.22,30.43,1034.4,1023.7,1030.7,45,CLR,Mostly Clear,37,31,27,67,33,40,8,100,250,OVC,10,0,0,0,0,0,0,0,0,0,30.36,1028.3,50,PC,High Overcast,15,43,39,23,45,35,50,7,75,250,BKN,10,179,23,202,234,257,334,0,0,0,30.39,1029.5,52,PC,High Clouds
KRDU 24/Feb/2015 15,CAR42059,2/24/15,2,24,2015,24-Feb-15,24-Feb-15,2015, 7:00 PM,7,19,PHI,1,CAR,4,0,0,"11,024",0,Feb,109,-120,NA,1.5,-1.5 (1.5),U,5.5,Tuesday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42059,KRDU,O,24-Feb-15,EST,35.878,-78.787,436,30,19,24,30,11,19,3,15,78,37,67,25,19,22,16,4,75,22,90,5.8,2090,417,2505,0,673,0.09,1.4,30.32,29.94,30.15,1026.9,1013.9,1021.2,9,SNOW,Light Snow,25,25,18,75,23,300,3,100,14,OVC,10,0,0,0,0,0,0,0,0,0,30,1016,45,CLR,Mostly Clear,15,25,25,19,78,23,40,3,100,11,OVC,1.5,228,45,272,455,500,650,0,0,0,30.07,1018.2,9,SNOW,Light Snow
KRDU 24/Feb/2017 15,CAR42790,2/24/17,2,24,2017,24-Feb-17,24-Feb-17,2017, 7:30 PM,7,19,OTT,0,CAR,3,0,0,"11,327",0,Feb,128,-141,NA,1.5,-1.5 (1.5),U,5,Friday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42790,KRDU,O,24-Feb-17,EST,35.878,-78.787,436,80,47,64,79,50,58,48,53,96,42,70,64,49,58,10,3,167,17,19,9.9,3615,417,4032,482,673,0,0,29.96,29.81,29.88,1014.6,1009.4,1011.9,45,CLR,Mostly Clear,70,70,53,55,60,170,3,10,55,FEW,10,0,0,0,0,0,0,0,0,0,29.83,1010,45,CLR,Mostly Clear,15,79,79,54,42,64,180,7,40,48,SCT,10,382,45,427,455,500,650,0,0,0,29.84,1010.6,44,PC,Partly Cloudy
KRDU 24/Jan/2016 14,CAR42393,1/24/16,1,24,2016,24-Jan-16,24-Jan-16,2016, 6:00 PM,6,18,CGY,2,CAR,5,0,0,"9,934",0,Jan,103,-114,NA,1.5,-1.5 (1.5),O,5,Sunday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42393,KRDU,O,24-Jan-16,EST,35.878,-78.787,436,47,28,35,47,24,21,8,16,72,20,48,34,24,29,7,2,342,7,19,10,2881,289,3170,595,612,0,0,30.22,29.88,30.09,1023.2,1011.9,1018.9,45,CLR,Mostly Clear,39,39,16,39,31,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.14,1020.8,45,CLR,Mostly Clear,14,45,45,11,25,34,370,3,5,250,FEW,10,425,43,468,431,474,616,0,0,0,30.1,1019.4,45,CLR,Mostly Clear
KRDU 24/Mar/2019 15,CAR43548,3/24/19,3,24,2019,24-Mar-19,24-Mar-19,2019, 7:00 PM,7,19,MTL,1,CAR,2,1,0,"14,437",0,Mar,157,-174,NA,1.5 (0.5),-1.5,U,5.5,Sunday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43548,KRDU,O,24-Mar-19,EST,35.867,-78.783,427,71,32,54,71,33,40,27,31,82,21,47,52,31,43,17,8,221,24,58,10,5179,562,5741,437,739,0,0,30.33,30.14,30.24,1027.2,1020.6,1023.9,52,PC,High Clouds,64,64,33,32,49,200,10,70,250,BKN,10,0,0,0,0,0,0,0,0,0,30.15,1020.8,52,PC,High Clouds,15,71,71,31,23,52,250,13,20,250,SCT,10,543,58,601,578,636,826,0,0,0,30.18,1022.1,54,CLR,Few High Clouds
KRDU 24/Nov/2013 13,CAR41602,11/24/13,11,24,2013,24-Nov-13,24-Nov-13,2014, 5:00 PM,5,17,OTT,1,CAR,4,0,0,"13,657",0,Nov,-106,-102,NA,1.5,-1.5 (1.5),U,5.5,Sunday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41602,KRDU,O,24-Nov-13,EST,35.878,-78.787,436,43,23,33,43,21,19,-1,6,50,21,34,34,20,26,14,7,354,23,8,10,2661,270,2931,572,602,0,0,30.56,30.19,30.42,1034.8,1022.2,1029.9,45,CLR,Mostly Clear,33,28,-1,23,24,370,6,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.45,1031.1,45,CLR,Mostly Clear,13,35,28,1,23,26,340,10,5,250,FEW,10,442,45,487,449,494,642,0,0,0,30.44,1030.7,45,CLR,Mostly Clear
KRDU 25/Mar/2014 15,CAR41723,3/25/14,3,25,2014,25-Mar-14,25-Mar-14,2014, 7:00 PM,7,19,NYI,5,CAR,4,0,0,"15,176",0,Mar,163,-177,NA,1.5 (2.5),-1.5,O,5.5,Tuesday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41723,KRDU,O,25-Mar-14,EST,35.878,-78.787,436,45,33,39,44,30,35,23,29,86,50,67,39,33,35,10,6,56,21,85,9.6,2322,566,2889,0,741,0.03,0,30.08,29.77,29.91,1018.5,1008,1012.8,45,CLR,Mostly Clear,37,32,32,82,35,370,6,100,14,BKN,10,0,0,0,0,0,0,0,0,0,29.84,1010.6,44,PC,Partly Cloudy,15,41,38,35,79,38,370,5,100,15,OVC,7,292,58,350,583,641,833,99,0.01,0,29.77,1008.2,18,RAIN,Light Rain
KRDU 25/Nov/2015 15,CAR42333,11/25/15,11,25,2015,25-Nov-15,25-Nov-15,2016, 7:00 PM,7,19,EDM,1,CAR,4,0,0,"10,911",0,Nov,108,-119,NA,1.5,-1.5 (1.5),U,5,Wednesday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42333,KRDU,O,25-Nov-15,EST,35.878,-78.787,436,59,30,45,59,31,38,27,32,92,31,66,46,30,39,10,3,66,21,49,10,2248,267,2515,257,601,0,0,30.69,30.51,30.63,1039.3,1033.2,1037.1,45,CLR,Mostly Clear,47,47,35,63,42,0,0,45,50,SCT,10,0,0,0,0,0,0,0,0,0,30.67,1038.6,45,CLR,Mostly Clear,15,58,57,30,35,46,70,7,95,50,BKN,10,161,23,184,231,254,330,0,0,0,30.63,1037.1,45,CLR,Mostly Clear
KRDU 26/Dec/2015 15,CAR42364,12/26/15,12,26,2015,26-Dec-15,26-Dec-15,2016, 7:00 PM,7,19,NJD,1,CAR,3,0,0,"11,654",0,Dec,114,-126,NA,1.5,-1.5 (0.5),U,5,Saturday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42364,KRDU,O,26-Dec-15,EST,35.878,-78.787,436,74,63,68,77,63,68,62,65,97,81,92,69,62,66,7,3,181,7,96,6.2,1186,237,1422,0,584,0.01,0,30.34,30.22,30.27,1027.2,1023.5,1024.9,42,MC,Mostly Cloudy,69,69,65,87,67,190,6,100,18,OVC,10,0,0,0,0,0,0,0,0,0,30.28,1025.3,42,MC,Mostly Cloudy,15,73,77,67,81,69,200,6,100,14,BKN,10,115,23,138,230,253,328,0,0,0,30.25,1024.4,42,MC,Mostly Cloudy
KRDU 26/Feb/2016 15,CAR42426,2/26/16,2,26,2016,26-Feb-16,26-Feb-16,2016, 7:00 PM,7,19,BOS,4,CAR,1,0,0,"17,917",0,Feb,-137,124,NA,-1.5 (1.5),1.5,U,5.5,Friday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42426,KRDU,O,26-Feb-16,EST,35.878,-78.787,436,50,31,40,49,26,28,16,22,79,33,50,38,28,33,12,6,309,21,15,10,3755,426,4180,516,677,0,0,30.23,29.94,30.08,1023.6,1014,1018.8,45,CLR,Mostly Clear,42,39,17,36,33,370,5,25,65,SCT,10,0,0,0,0,0,0,0,0,0,30.14,1020.7,45,CLR,Mostly Clear,15,49,46,21,33,38,320,8,20,60,SCT,10,418,46,464,465,511,664,0,0,0,30.08,1018.7,44,PC,Partly Cloudy
KRDU 26/Feb/2017 11,CAR42792,2/26/17,2,26,2017,26-Feb-17,26-Feb-17,2017, 3:00 PM,3,15,CGY,3,CAR,1,0,0,"14,112",0,Feb,111,-123,NA,1.5 (3.5),-1.5,U,5.5,Sunday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42792,KRDU,O,26-Feb-17,EST,35.878,-78.787,436,56,37,46,55,33,24,13,17,53,19,33,40,31,36,10,4,326,20,1,10,4270,426,4696,671,677,0,0,30.33,29.91,30.16,1027.1,1013,1021.3,46,CLR,Fair,54,52,15,21,39,280,8,5,250,FEW,10,458,46,504,465,511,664,0,0,0,30.17,1021.6,45,CLR,Mostly Clear,11,48,45,15,27,36,370,7,0,201,CLR,10,597,60,657,597,657,853,0,0,0,30.2,1022.7,46,CLR,Fair
KRDU 26/Feb/2019 15,CAR43522,2/26/19,2,26,2019,26-Feb-19,26-Feb-19,2019, 7:00 PM,7,19,LAK,1,CAR,6,0,0,"13,042",0,Feb,222,-250,NA,1.5,-1.5 (3.5),O,5.5,Tuesday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43522,KRDU,O,26-Feb-19,EST,35.867,-78.783,427,63,30,47,62,31,32,23,27,82,24,51,46,29,38,15,4,227,21,75,10,2904,427,3331,194,677,0,0,30.44,30.28,30.36,1030.9,1025.3,1028.1,52,PC,High Clouds,55,54,27,34,43,180,6,90,250,BKN,10,0,0,0,0,0,0,0,0,0,30.31,1026.6,52,PC,High Clouds,15,62,61,25,24,46,250,12,100,250,BKN,10,253,47,300,465,512,664,0,0,0,30.31,1026.5,42,MC,Mostly Cloudy
KRDU 26/Jan/2016 15,CAR42395,1/26/16,1,26,2016,26-Jan-16,26-Jan-16,2016, 7:30 PM,7,19,CHI,0,CAR,5,0,0,"14,588",0,Jan,-147,133,NA,-1.5,1.5 (6.5),U,5,Tuesday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42395,KRDU,O,26-Jan-16,EST,35.878,-78.787,436,61,35,48,60,30,42,34,38,97,48,72,51,36,43,15,6,225,18,83,10,2286,296,2582,54,616,0,0,30.26,30.08,30.18,1024.6,1018.7,1022.1,45,CLR,Mostly Clear,52,50,41,66,47,190,7,100,180,OVC,10,0,0,0,0,0,0,0,0,0,30.13,1020.2,45,CLR,Mostly Clear,15,59,57,41,51,50,230,9,100,180,OVC,10,220,32,252,323,355,462,0,0,0,30.13,1020.2,45,CLR,Mostly Clear
KRDU 26/Jan/2017 15,CAR42761,1/26/17,1,26,2017,26-Jan-17,26-Jan-17,2017, 7:00 PM,7,19,LAK,3,CAR,0,0,0,"10,486",0,Jan,111,-123,NA,1.5 (4.5),-1.5,U,5,Thursday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42761,KRDU,O,26-Jan-17,EST,35.878,-78.787,436,70,43,59,69,41,56,15,36,84,15,46,60,36,49,23,13,256,32,55,9.9,1624,296,1920,295,616,0.06,0,29.94,29.59,29.7,1013.8,1002.1,1005.9,45,CLR,Mostly Clear,55,54,20,25,41,290,6,11,250,FEW,10,0,0,0,0,0,0,0,0,0,29.82,1009.9,45,CLR,Mostly Clear,15,66,65,17,15,46,290,15,10,85,FEW,10,310,32,342,323,355,462,0,0,0,29.67,1004.8,45,CLR,Mostly Clear
KRDU 26/Mar/2015 15,CAR42089,3/26/15,3,26,2015,26-Mar-15,26-Mar-15,2015, 7:00 PM,7,19,PIT,2,CAR,5,0,0,"13,738",0,Mar,-175,158,NA,-1.5,1.5 (4.5),O,5,Thursday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42089,KRDU,O,26-Mar-15,EST,35.878,-78.787,436,75,57,67,77,57,62,53,58,93,55,74,65,55,61,18,10,214,26,100,9.3,2209,571,2780,0,743,0.13,0,30.11,29.7,29.86,1019.6,1005.8,1011.2,42,MC,Mostly Cloudy,69,69,54,59,60,200,7,100,250,OVC,10,0,0,0,0,0,0,0,0,0,29.72,1006.3,50,PC,High Overcast,15,72,72,57,60,63,230,18,100,42,BKN,10,199,58,257,585,643,836,0,0,0,29.78,1008.3,44,PC,Partly Cloudy
