Key2,ï»¿Keyno,FullDate,Month,Day,Year,DateDate,Season,Start (ET),Hour,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,NumberOT,Attendance,Notes,MonthW,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code,Data Type,Time Zone,Hourly_Latitude,Hourly_Longitude,Hourly_Elevation,Hourly_Temperature,Hourly_Feels Like,Hourly_Dew Point,Hourly_Relative Humidity,Hourly_Wet Bulb Temp,Hourly_Wind Direction,Hourly_Wind Speed,Hourly_Cloud Cover percent,Hourly_Cloud Ceiling,Hourly_Cloud Cover Type,Hourly_Visibility,Hourly_Solar Irradiance Beam,Hourly_Solar Irradiance Diffuse,Hourly_Solar Irradiance Global,Hourly_Solar Irradiance Possible Beam,Hourly_Solar Irradiance Possible Global,Hourly_Solar Irradiance ET,Hourly_Probability of Precipitation,Hourly_Water EQ,Hourly_Snowfall,Hourly_Pressure Inches,Hourly_Pressure Millibars,Hourly_Weather Code Digit Numeric,Hourly_Weather Code Alpha Numeric,Hourly_Weather Text,Daily_HIGHEST TEMPERATURE °F,Daily_LOWEST TEMPERATURE °F,Daily_AVERAGE DAILY TEMPERATURE (All Hours) °F,Daily_WARMEST HEAT INDEX °F,Daily_COLDEST WIND CHILL TEMPERATURE °F,Daily_HIGHEST DEW POINT TEMPERATURE °F,Daily_LOWEST DEW POINT TEMPERATURE °F,Daily_AVERAGE DAILY DEW POINT TEMPERATURE (All Hours) °F,Daily_HIGHEST RELATIVE HUMIDITY (Percent; %),Daily_LOWEST RELATIVE HUMIDITY (Percent; %),"Daily_AVERAGE DAILY RELATIVE HUMIDITY (All Hours, Percent; %)",Daily_HIGHEST WET BULB TEMPERATURE °F,Daily_LOWEST WET BULB TEMPERATURE °F,Daily_AVERAGE DAILY WET BULB TEMPERATURE (All Hours) °F,Daily_HIGHEST SUSTAINED SPEED (M.P.H.),"Daily_AVERAGE DAILY WIND SPEED (All Hours, M.P.H.)","Daily_PREDOMINATE WIND DIRECTION (Degrees, True)",Daily_HIGHEST WIND GUST (M.P.H.),"Daily_AVERAGE DAILY CLOUD COVER (All Hours, Percent; %)","Daily_AVERAGE VISIBILITY (All Hours, Miles)","Daily_TOTAL SOLAR IRRADIANCE (Beam Horizontal, W/M2)","Daily_TOTAL SOLAR IRRADIANCE (Diffuse, W/M2)","Daily_TOTAL SOLAR IRRADIANCE (Global Horizontal, W/M2)",Daily_TOTAL MINUTES of SUNSHINE (WBI Calculated),Daily_TOTAL MINUTES of SUNSHINE POSSIBLE (on Cloud-free Day),Daily_OBSERVED TOTAL DAILY WATER EQUIVALENT AWXCLIMO (Inches),Daily_SNOWFALL (WBI FINAL AWXCLIMO; Inches),"Daily_HIGHEST PRESSURE (All Hours, Inches)","Daily_LOWEST PRESSURE (All Hours, Inches)","Daily_AVERAGE DAILY PRESSURE (All Hours, Inches)","Daily_HIGHEST PRESSURE (All Hours, Millibars, if reported)","Daily_LOWEST PRESSURE (All Hours, Millibars, if reported)","Daily_AVERAGE DAILY PRESSURE (All Hours, Millibars, if reported)",Daily_WBI 2-DIGIT PREDOMINATE WEATHER (All Hours),Daily_WBI 2-4 LETTER CODE (All Hours),Daily_PREDOMINATE WEATHER TEXT (All Hours)
KCQT 13/Nov/2013 21,LAC41591,11/13/2013,11,13,2013,13-Nov-13,2014,10:30p,21,OKC,103,LAC,111,0,0,"19,273",,Nov,Y,4.5,-4.5,O,209.5,Wed,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41591,KCQT,O,PST,34.022,-118.291,184,70,70,42,37,55,0,0,18,301,SCT,10,0,0,0,0,0,0,0,0,0,29.9,1012.5,46,CLR,Fair,70,39,53,69,35,44,16,32,86,24,48,54,33,44,14,8,243,21,38,9.7,3898,600,4497,303,751,0.26,0,30.18,29.96,30.06,1022,1014.7,1017.9,45,CLR,Mostly Clear
KCQT 14/Jan/2017 16,LAC42749,1/14/2017,1,14,2017,14-Jan-17,2017,3:30p,16,LAL,97,LAC,113,0,0,"19,060",,Jan,Y,11,-11,U,219,Sat,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42749,KCQT,O,PST,34.022,-118.291,184,70,70,45,41,56,270,3,6,301,SCT,10,91,9,100,94,103,134,0,0,0,29.95,1014,54,CLR,Few High Clouds,64,50,56,63,47,55,37,49,93,50,76,57,43,52,15,10,213,24,99,9.8,1104,265,1369,0,599,0.08,0,30.1,30.04,30.07,1019,1016.8,1018.1,40,MC,Overcast
KCQT 14/Jan/2019 21,LAC43479,1/14/2019,1,14,2019,14-Jan-19,2019,10:30p,21,NOP,121,LAC,117,0,0,"15,283",,Jan,N,-1,1,U,239.5,Mon,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43479,KCQT,O,PST,34.017,-118.283,184,57,56,50,78,53,370,5,100,17,SCT,10,0,0,0,0,0,0,0,0,0,30,1015.8,40,MC,Overcast,66,35,53,66,35,46,38,41,100,37,66,53,39,47,8,3,190,24,10,9.8,3551,362,3913,587,647,0,0,30.27,30.17,30.21,1024.9,1021.3,1022.9,45,CLR,Mostly Clear
KCQT 14/May/2015 21,LAC42138,5/14/2015,5,14,2015,14-May-15,2015,10:30p,21,HOU,119,LAC,107,0,0,"19,417",,May,N,8.5,-8.5,O,219.5,Thu,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42138,KCQT,O,PST,34.022,-118.291,184,53,53,51,93,52,90,3,100,34,OVC,4,0,0,0,0,0,0,99,0.48,0,29.88,1011.9,19,RAIN,Moderate Rain,47,24,39,47,22,26,18,21,72,33,49,37,24,32,15,8,197,24,77,10,1439,250,1689,12,590,0,0,30.25,30.14,30.18,1024.5,1020.7,1022.1,40,MC,Overcast
KCQT 14/Nov/2015 16,LAC42322,11/14/2015,11,14,2015,14-Nov-15,2016,3:30p,16,DET,96,LAC,101,0,0,"19,060",,Nov,Y,2.5,-2.5,O,196.5,Sat,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42322,KCQT,O,PST,34.022,-118.291,184,72,72,29,20,52,270,3,9,201,SCT,10,54,6,60,57,63,82,0,0,0,29.88,1011.6,44,PC,Partly Cloudy,67,53,59,67,53,65,54,59,100,93,99,66,54,58,17,7,181,24,100,2.2,1241,248,1488,0,590,0.16,0,30.21,30.01,30.13,1022.8,1015.6,1019.8,64,HAZY,Mist
KCQT 14/Nov/2016 21,LAC42688,11/14/2016,11,14,2016,14-Nov-16,2017,10:30p,21,BKN,95,LAC,127,0,0,"19,060",,Nov,Y,16.5,-16.5,O,212.5,Mon,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42688,KCQT,O,PST,34.022,-118.291,184,65,65,57,76,60,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.06,1017.5,46,CLR,Fair,75,35,57,74,38,31,14,24,67,11,35,50,35,43,6,3,253,24,19,10,5826,602,6428,648,754,0,0,30.16,30.05,30.09,1021.2,1017.5,1019,45,CLR,Mostly Clear
KCQT 15/Apr/2014 21,LAC41744,4/15/2014,4,15,2014,15-Apr-14,2014,10:30p,21,DEN,105,LAC,117,0,0,"19,330",,Apr,Y,10.5,-10.5,O,221.5,Tue,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41744,KCQT,O,PST,34.022,-118.291,184,58,58,53,84,55,0,0,100,9,OVC,8,0,0,0,0,0,0,0,0,0,29.87,1011.5,40,MC,Overcast,78,57,66,77,59,62,41,52,93,34,64,63,51,59,21,14,234,36,62,10,3805,602,4407,240,754,0.12,0,29.86,29.64,29.75,1010.5,1003,1006.7,40,MC,Overcast
KCQT 15/Apr/2017 21,LAC42840,4/15/2017,4,15,2017,15-Apr-17,2017,10:30p,21,UTA,97,LAC,95,0,0,"19,060",,Apr,N,5.5,-5.5,U,198,Sat,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42840,KCQT,O,PST,34.022,-118.291,184,61,61,53,75,57,0,0,7,400,CLR,10,0,0,0,0,0,0,0,0,0,29.97,1014.6,46,CLR,Fair,70,58,63,69,59,55,51,53,84,53,69,60,55,57,9,2,320,9,73,10,4284,662,4946,252,773,0,0,30.01,29.82,29.9,1016.1,1009.7,1012.3,40,MC,Overcast
KCQT 15/Dec/2014 21,LAC41988,12/15/2014,12,15,2014,15-Dec-14,2015,10:30p,21,DET,91,LAC,113,0,0,"19,060",,Dec,Y,11.5,-11.5,P,204,Mon,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT41988,KCQT,O,PST,34.022,-118.291,184,59,59,49,69,54,0,0,100,50,OVC,10,0,0,0,0,0,0,0,0,0,30.01,1016.3,42,MC,Mostly Cloudy,79,54,64,78,54,48,35,40,67,21,44,59,46,52,10,2,289,10,0,10,6570,657,7227,772,773,0,0,30.06,29.97,30.01,1017.6,1014.7,1016.1,46,CLR,Fair
KCQT 15/Feb/2017 21,LAC42781,2/15/2017,2,15,2017,15-Feb-17,2017,10:30p,21,ATL,84,LAC,99,0,0,"19,060",,Feb,Y,3.5,-3.5,U,213.5,Wed,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42781,KCQT,O,PST,34.022,-118.291,184,61,61,55,81,58,0,0,1,301,SCT,9,0,0,0,0,0,0,0,0,0,30.06,1017.9,54,CLR,Few High Clouds,77,59,68,76,59,41,22,31,44,14,26,56,48,51,10,6,330,22,0,10,6573,657,7230,773,773,0,0,30.08,30.01,30.05,1018.5,1016,1017.2,46,CLR,Fair
KCQT 15/Jan/2014 21,LAC41654,1/15/2014,1,15,2014,15-Jan-14,2014,10:30p,21,DAL,127,LAC,129,0,0,"19,208",,Jan,N,4.5,-4.5,O,209,Wed,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41654,KCQT,O,PST,34.022,-118.291,184,63,63,30,29,48,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.1,1019.4,46,CLR,Fair,66,54,59,65,53,58,52,55,97,68,87,59,53,56,5,1,4,5,85,4,1775,261,2037,151,596,0,0,30.19,30.08,30.13,1022.1,1018.6,1020.4,40,MC,Overcast
KCQT 15/Mar/2015 16,LAC42078,3/15/2015,3,15,2015,15-Mar-15,2015,3:30p,16,HOU,100,LAC,98,0,0,"19,211",,Mar,N,5,-5,U,213.5,Sun,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42078,KCQT,O,PST,34.022,-118.291,184,87,87,39,18,61,270,7,33,301,OVC,10,250,30,280,299,329,427,0,0,0,29.91,1012.9,46,CLR,Fair,70,47,57,70,47,51,44,47,93,42,73,57,46,52,3,0,320,3,3,4.1,2764,278,3042,584,603,0,0,30.13,30.02,30.07,1020.3,1016.7,1018.2,46,CLR,Fair
KCQT 15/Mar/2017 21,LAC42809,3/15/2017,3,15,2017,15-Mar-17,2017,10:30p,21,MIL,97,LAC,96,0,0,"19,060",,Mar,N,7.5,-7.5,U,206.5,Wed,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42809,KCQT,O,PST,34.022,-118.291,184,63,63,54,73,58,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.07,1018.1,46,CLR,Fair,63,52,58,62,53,56,46,51,93,62,78,57,49,54,5,1,72,5,81,4.9,1403,278,1680,7,603,0.48,0,30.04,29.96,29.99,1017.3,1014.6,1015.6,18,RAIN,Light Rain
KCQT 15/Mar/2019 21,LAC43539,3/15/2019,3,15,2019,15-Mar-19,2019,10:30p,21,CHI,121,LAC,128,0,0,"17,404",,Mar,N,9,-9,O,229.5,Fri,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43539,KCQT,O,PST,34.017,-118.283,184,64,64,22,20,46,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.03,1016.7,46,CLR,Fair,62,51,56,61,51,51,46,48,89,60,76,54,49,52,5,1,356,5,79,9.6,2141,278,2420,139,603,0,0,30.21,30.12,30.17,1023.1,1019.8,1021.6,40,MC,Overcast
KCQT 15/May/2014 21,LAC41774,5/15/2014,5,15,2014,15-May-14,2014,10:30p,21,OKC,104,LAC,98,0,0,"19,565",,May,N,4.5,-4.5,U,212.5,Thu,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41774,KCQT,O,PST,34.022,-118.291,184,80,80,42,26,59,0,0,3,301,SCT,10,0,0,0,0,0,0,0,0,0,29.93,1013.6,46,CLR,Fair,80,56,67,79,58,51,30,39,72,18,38,57,47,53,6,1,4,6,4,9.9,5014,508,5522,662,708,0,0,30.06,29.97,30.01,1018,1015,1016.4,46,CLR,Fair
KCQT 15/Nov/2014 21,LAC41958,11/15/2014,11,15,2014,15-Nov-14,2015,10:30p,21,PHX,107,LAC,120,0,0,"19,060",,Nov,Y,7,-7,O,210.5,Sat,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT41958,KCQT,O,PST,34.022,-118.291,184,61,61,55,81,58,0,0,50,120,CLR,10,0,0,0,0,0,0,0,0,0,30.01,1016.4,46,CLR,Fair,72,54,63,72,54,53,50,52,87,49,68,61,52,56,7,1,356,7,2,9.6,7665,766,8431,826,830,0,0,30.02,29.91,29.97,1016.6,1012.8,1014.8,46,CLR,Fair
KCQT 15/Nov/2018 21,LAC43419,11/15/2018,11,15,2018,15-Nov-18,2019,10:30p,21,SAS,111,LAC,116,0,0,"17,463",,Nov,N,6.5,-6.5,O,217.5,Thu,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43419,KCQT,O,PST,34.017,-118.283,184,64,64,52,65,57,0,0,62,301,OVC,10,0,0,0,0,0,0,0,0,0,30.01,1016.1,50,PC,High Overcast,70,62,65,70,62,56,53,54,78,55,69,60,57,58,5,2,58,5,66,8.8,2335,335,2669,304,630,0,0,29.89,29.83,29.85,1012.1,1010,1011,40,MC,Overcast
KCQT 16/Dec/2013 21,LAC41624,12/16/2013,12,16,2013,16-Dec-13,2014,10:30p,21,SAS,92,LAC,115,0,0,"19,253",,Dec,Y,-3,3,O,203,Mon,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41624,KCQT,O,PST,34.022,-118.291,184,63,63,44,50,53,0,0,43,301,BKN,10,0,0,0,0,0,0,0,0,0,30.09,1018.9,46,CLR,Fair,78,53,63,77,54,52,11,28,81,8,32,56,39,48,8,1,330,8,21,8.3,2869,335,3203,374,630,0,0,29.99,29.9,29.95,1015.4,1012.4,1014,46,CLR,Fair
KCQT 16/Dec/2015 21,LAC42354,12/16/2015,12,16,2015,16-Dec-15,2016,10:30p,21,MIL,90,LAC,103,0,0,"19,060",,Dec,Y,11,-11,U,197.5,Wed,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42354,KCQT,O,PST,34.022,-118.291,184,50,50,35,57,43,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.18,1021.9,46,CLR,Fair,72,53,63,71,54,52,45,49,80,42,63,60,50,55,7,2,352,7,1,9.7,6616,662,7278,774,775,0,0,29.98,29.87,29.92,1015.1,1011.4,1013.2,46,CLR,Fair
KCQT 16/Jan/2015 21,LAC42020,1/16/2015,1,16,2015,16-Jan-15,2015,10:30p,21,CLE,126,LAC,121,0,0,"19,380",,Jan,N,8.5,-8.5,O,206,Fri,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42020,KCQT,O,PST,34.022,-118.291,184,58,58,49,72,53,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.11,1019.7,46,CLR,Fair,70,50,59,70,51,54,43,49,90,46,71,59,48,54,7,1,227,7,8,9.2,2536,264,2800,555,596,0,0,30.07,29.97,30.02,1018.2,1014.9,1016.5,46,CLR,Fair
KCQT 16/Jan/2016 21,LAC42385,1/16/2016,1,16,2016,16-Jan-16,2016,10:30p,21,SAC,110,LAC,103,0,0,"19,191",,Jan,N,4,-4,U,218.5,Sat,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42385,KCQT,O,PST,34.022,-118.291,184,59,59,53,81,56,0,0,70,18,SCT,10,0,0,0,0,0,0,0,0,0,30.16,1021.4,42,MC,Mostly Cloudy,85,55,71,85,56,37,21,31,49,9,27,56,47,52,5,1,10,5,4,10,3516,378,3894,593,651,0,0,30.06,29.95,30,1018.1,1014.1,1016,46,CLR,Fair
KCQT 16/Jan/2017 21,LAC42751,1/16/2017,1,16,2017,16-Jan-17,2017,10:30p,21,OKC,98,LAC,120,0,0,"19,060",,Jan,Y,8.5,-8.5,O,217.5,Mon,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42751,KCQT,O,PST,34.022,-118.291,184,56,56,52,87,54,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.05,1017.6,46,CLR,Fair,63,56,59,63,56,56,54,55,93,76,88,59,55,57,5,1,34,5,84,4.9,1402,279,1680,3,604,0.5,0,30.11,29.97,30.03,1019.6,1015,1016.9,18,RAIN,Light Rain
KCQT 16/Jan/2019 21,LAC43481,1/16/2019,1,16,2019,16-Jan-19,2019,10:30p,21,UTA,129,LAC,109,0,0,"15,535",,Jan,N,1,-1,O,224,Wed,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43481,KCQT,O,PST,34.017,-118.283,184,58,58,57,97,57,110,5,100,4,OVC,2.5,0,0,0,0,0,0,99,0.11,0,30.16,1021.1,18,RAIN,Light Rain,66,55,60,66,57,58,51,55,97,61,84,59,55,57,7,2,315,7,64,8.5,2524,279,2802,438,604,0.39,0,30.04,29.97,30,1017.2,1014.6,1015.6,18,RAIN,Light Rain
KCQT 16/Mar/2014 22,LAC41714,3/16/2014,3,16,2014,16-Mar-14,2014,9:30p,22,CLE,80,LAC,102,0,0,"19,274",,Mar,Y,11.5,-11.5,U,207.5,Sun,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41714,KCQT,O,PST,34.022,-118.291,184,64,64,51,63,57,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.09,1018.9,46,CLR,Fair,69,52,58,69,51,55,41,50,93,47,76,58,48,54,12,3,325,21,49,9.1,3092,518,3609,146,710,0.52,0,30.06,29.92,29.99,1017.8,1013,1015.2,40,MC,Overcast
KCQT 16/Nov/2013 21,LAC41594,11/16/2013,11,16,2013,16-Nov-13,2014,10:30p,21,BKN,103,LAC,110,0,0,"19,349",,Nov,N,13.5,-13.5,O,202.5,Sat,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41594,KCQT,O,PST,34.022,-118.291,184,59,59,50,72,54,0,0,5,34,FEW,10,0,0,0,0,0,0,0,0,0,29.91,1012.9,45,CLR,Mostly Clear,83,55,66,82,56,55,45,51,87,28,63,64,54,58,8,1,273,8,0,9.1,5138,515,5653,710,710,0,0,30.03,29.94,29.98,1016.7,1013.6,1015.1,46,CLR,Fair
KCQT 16/Nov/2016 21,LAC42690,11/16/2016,11,16,2016,16-Nov-16,2017,10:30p,21,MEM,111,LAC,107,0,0,"19,060",,Nov,N,12.5,-12.5,O,200,Wed,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42690,KCQT,O,PST,34.022,-118.291,184,60,60,51,71,55,30,1,0,160,CLR,10,0,0,0,0,0,0,0,0,0,29.84,1010.6,46,CLR,Fair,67,50,58,67,50,43,35,40,74,32,54,52,46,49,8,2,6,8,75,9.9,2881,515,3396,103,710,0,0,29.96,29.77,29.86,1014.6,1008.1,1011,40,MC,Overcast
KCQT 17/Apr/2016 21,LAC42477,4/17/2016,4,17,2016,17-Apr-16,2016,10:30p,21,POR,95,LAC,115,0,0,"19,122",,Apr,Y,8.5,-8.5,U,210.5,Sun,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42477,KCQT,O,PST,34.022,-118.291,184,68,68,42,39,54,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30,1015.5,46,CLR,Fair,86,58,71,84,59,55,8,35,72,5,34,60,49,54,12,4,351,26,0,9.9,7690,771,8461,831,831,0,0,29.95,29.82,29.88,1014.3,1009.9,1011.8,46,CLR,Fair
KCQT 17/Dec/2014 21,LAC41990,12/17/2014,12,17,2014,17-Dec-14,2015,10:30p,21,IND,100,LAC,102,0,0,"19,060",,Dec,N,11,-11,P,202,Wed,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT41990,KCQT,O,PST,34.022,-118.291,184,54,54,45,72,49,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.09,1019.1,46,CLR,Fair,77,52,63,76,52,56,35,47,86,27,60,59,48,54,7,1,276,7,6,9.4,3282,331,3613,596,629,0,0,30.11,30.01,30.06,1019.8,1016.4,1018.1,46,CLR,Fair
KCQT 17/Dec/2018 21,LAC43451,12/17/2018,12,17,2018,17-Dec-18,2019,10:30p,21,POR,131,LAC,127,0,0,"16,030",,Dec,N,1.5,-1.5,O,217.5,Mon,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43451,KCQT,O,PST,34.017,-118.283,184,59,59,56,90,57,0,0,70,69,CLR,10,0,0,0,0,0,0,0,0,0,30.18,1021.8,46,CLR,Fair,67,57,60,66,57,51,48,49,81,54,68,57,52,54,7,2,349,7,66,9.7,4855,667,5522,398,778,0,0,29.98,29.88,29.92,1015.2,1011.7,1013.1,40,MC,Overcast
KCQT 17/Mar/2015 21,LAC42080,3/17/2015,3,17,2015,17-Mar-15,2015,10:30p,21,CHA,92,LAC,99,0,0,"19,060",,Mar,N,10,-10,U,201,Tue,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT42080,KCQT,O,PST,34.022,-118.291,184,66,66,56,70,60,0,0,96,301,OVC,10,0,0,0,0,0,0,0,0,0,29.92,1013.2,46,CLR,Fair,75,56,64,77,56,55,51,53,90,50,71,62,54,58,8,2,347,8,0,9.8,6683,670,7353,775,778,0,0,30.15,30.09,30.12,1020.9,1018.9,1019.9,46,CLR,Fair
KCQT 17/Mar/2019 21,LAC43541,3/17/2019,3,17,2019,17-Mar-19,2019,9:00p,21,BKN,116,LAC,119,0,0,"17,247",,Mar,N,5.5,-5.5,O,230.5,Sun,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43541,KCQT,O,PST,34.017,-118.283,184,69,69,43,39,55,130,3,0,400,CLR,10,0,0,0,0,0,0,0,0,0,29.95,1014.1,46,CLR,Fair,75,56,64,76,56,58,47,53,86,40,68,61,53,58,8,3,340,20,4,9.8,6583,667,7250,719,778,0,0,30.04,30,30.02,1017.2,1015.7,1016.5,46,CLR,Fair
KCQT 17/Nov/2014 21,LAC41960,11/17/2014,11,17,2014,17-Nov-14,2015,10:30p,21,CHI,105,LAC,89,0,0,"19,319",,Nov,N,7,-7,U,199,Mon,LAC2015,19060,0,15,Los Angeles,KCQT,KCQT41960,KCQT,O,PST,34.022,-118.291,184,60,60,32,35,47,0,0,10,301,SCT,10,0,0,0,0,0,0,0,0,0,30.08,1018.7,46,CLR,Fair,67,56,60,65,57,57,55,56,100,73,88,60,56,58,5,1,327,5,65,7.3,1949,262,2211,283,595,0,0,30.12,30.05,30.08,1019.9,1017.4,1018.4,40,MC,Overcast
KCQT 17/Oct/2018 21,LAC43390,10/17/2018,10,17,2018,17-Oct-18,2019,10:30p,21,DEN,107,LAC,98,0,0,"19,068",,Oct,N,-2,2,U,224,Wed,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43390,KCQT,O,PST,34.017,-118.283,184,66,66,50,56,57,0,0,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30.03,1016.7,46,CLR,Fair,80,51,64,80,52,50,35,42,87,20,51,57,47,53,6,1,311,6,2,9.7,3795,383,4178,641,653,0,0,30.13,30.02,30.07,1020.2,1016.6,1018.4,46,CLR,Fair
KCQT 18/Apr/2017 21,LAC42843,4/18/2017,4,18,2017,18-Apr-17,2017,10:30p,21,UTA,91,LAC,99,0,0,"19,060",,Apr,N,9,-9,U,199.5,Tue,LAC2017,19060,0,17,Los Angeles,KCQT,KCQT42843,KCQT,O,PST,34.022,-118.291,184,63,63,59,87,61,370,3,100,7,OVC,9,0,0,0,0,0,0,0,0,0,30.12,1019.8,40,MC,Overcast,60,52,55,59,49,52,46,49,97,69,79,55,49,52,8,3,55,8,77,8.2,1540,283,1823,91,605,0.74,0,30.06,29.98,30.02,1017.9,1015.3,1016.6,19,RAIN,Moderate Rain
KCQT 18/Apr/2019 21,LAC43573,4/18/2019,4,18,2019,18-Apr-19,2019,10:30p,21,GSW,132,LAC,105,0,0,"19,068",,Apr,N,-9,9,O,233.5,Thu,LAC2019,19060,0,19,Los Angeles,KCQT,KCQT43573,KCQT,O,PST,34.017,-118.283,184,62,62,55,78,58,0,0,4,301,SCT,10,0,0,0,0,0,0,0,0,0,30.02,1016.4,54,CLR,Few High Clouds,80,54,65,80,55,55,20,47,90,11,62,59,53,56,6,2,355,6,16,8.9,5188,518,5706,712,712,0,0,30.01,29.89,29.96,1016.2,1012.2,1014.6,46,CLR,Fair
KCQT 18/Dec/2013 21,LAC41626,12/18/2013,12,18,2013,18-Dec-13,2014,10:30p,21,NOP,95,LAC,108,0,0,"19,060",,Dec,Y,9.5,-9.5,U,204.5,Wed,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41626,KCQT,O,PST,34.022,-118.291,184,57,57,52,83,54,0,0,100,14,OVC,6,0,0,0,0,0,0,0,0,0,29.87,1011.5,35,HAZY,Haze,71,55,61,70,54,50,39,46,78,32,59,56,50,53,8,3,34,8,27,10,5179,518,5697,706,712,0,0,29.82,29.72,29.76,1009.6,1006.1,1007.6,46,CLR,Fair
KCQT 18/Feb/2014 21,LAC41688,2/18/2014,2,18,2014,18-Feb-14,2014,10:30p,21,SAS,113,LAC,103,0,0,"19,257",,Feb,N,6,-6,O,210.5,Tue,LAC2014,19060,0,14,Los Angeles,KCQT,KCQT41688,KCQT,O,PST,34.022,-118.291,184,57,57,52,83,54,0,0,86,24,SCT,6,0,0,0,0,0,0,0,0,0,30.01,1016.1,35,HAZY,Haze,78,48,62,77,48,36,17,27,64,11,32,52,40,47,7,1,328,7,0,10,3285,327,3612,627,628,0,0,30.31,30.17,30.22,1026.4,1021.5,1023.4,46,CLR,Fair
KCQT 18/Feb/2016 21,LAC42418,2/18/2016,2,18,2016,18-Feb-16,2016,10:30p,21,SAS,86,LAC,105,0,0,"19,410",,Feb,Y,-2,2,U,206,Thu,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42418,KCQT,O,PST,34.022,-118.291,184,58,58,52,81,55,130,3,16,301,SCT,10,0,0,0,0,0,0,0,0,0,30.04,1017,54,CLR,Few High Clouds,75,58,64,77,59,57,54,55,90,55,75,64,56,59,7,2,313,7,58,7.5,6046,670,6718,547,780,0,0,30.08,30.02,30.05,1018.6,1016.5,1017.5,35,HAZY,Haze
KCQT 18/Jan/2016 21,LAC42387,1/18/2016,1,18,2016,18-Jan-16,2016,10:30p,21,HOU,132,LAC,140,0,0,"19,060",,Jan,Y,5.5,-5.5,O,209.5,Mon,LAC2016,19060,0,16,Los Angeles,KCQT,KCQT42387,KCQT,O,PST,34.022,-118.291,184,60,60,56,86,58,0,0,100,10,OVC,10,0,0,0,0,0,0,0,0,0,30.19,1022.4,40,MC,Overcast,61,52,55,60,50,53,27,39,93,29,57,53,45,48,12,6,76,21,96,8.2,1939,389,2328,0,655,0.09,0,30,29.9,29.95,1016,1012.5,1014.1,40,MC,Overcast
